Orthogroup	s288c	W29	DMKU3-1042
OG0002492	sp|Q99189|MTR10_YEAST	tr|A0A1D8NCQ0|A0A1D8NCQ0_YARLL	tr|W0T961|W0T961_KLUMD
OG0002493	sp|P40515|FIS1_YEAST	tr|A0A1D8N6R0|A0A1D8N6R0_YARLL	tr|W0TIQ3|W0TIQ3_KLUMD
OG0002494	sp|P38788|SSZ1_YEAST	tr|A0A1H6PX82|A0A1H6PX82_YARLL	tr|W0TAM9|W0TAM9_KLUMD
OG0002495	sp|P39515|TIM17_YEAST	tr|A0A1H6Q668|A0A1H6Q668_YARLL	tr|W0T3K1|W0T3K1_KLUMD
OG0002496	sp|P21372|PRP5_YEAST	tr|A0A1D8N9R7|A0A1D8N9R7_YARLL	tr|W0T5I9|W0T5I9_KLUMD
OG0002497	sp|P53326|YG5L_YEAST	tr|A0A1D8NHX8|A0A1D8NHX8_YARLL	tr|W0T4X6|W0T4X6_KLUMD
OG0002498	sp|P53184|PNC1_YEAST	tr|A0A1D8N5P9|A0A1D8N5P9_YARLL	tr|W0T9K9|W0T9K9_KLUMD
OG0002499	sp|P40032|TPA1_YEAST	tr|A0A1D8N8S3|A0A1D8N8S3_YARLL	tr|W0T5T6|W0T5T6_KLUMD
OG0002500	sp|Q12229|UBX3_YEAST	tr|A0A1D8NEL1|A0A1D8NEL1_YARLL	tr|W0T732|W0T732_KLUMD
OG0002501	sp|P25294|SIS1_YEAST	tr|A0A1H6PTV1|A0A1H6PTV1_YARLL	tr|W0T5P8|W0T5P8_KLUMD
OG0002502	sp|Q12517|DCP1_YEAST	tr|A0A1D8NNR1|A0A1D8NNR1_YARLL	tr|W0TAG4|W0TAG4_KLUMD
OG0002503	sp|Q03195|RLI1_YEAST	tr|A0A1D8N597|A0A1D8N597_YARLL	tr|W0T9V1|W0T9V1_KLUMD
OG0002504	sp|P36076|CAB3_YEAST	tr|A0A1D8NHD0|A0A1D8NHD0_YARLL	tr|W0TEG3|W0TEG3_KLUMD
OG0002505	sp|P00817|IPYR_YEAST	tr|A0A1D8NND1|A0A1D8NND1_YARLL	tr|W0TCR9|W0TCR9_KLUMD
OG0002506	sp|Q03290|TFB3_YEAST	tr|A0A1H6Q6I3|A0A1H6Q6I3_YARLL	tr|W0T8A5|W0T8A5_KLUMD
OG0002507	sp|Q03496|TR732_YEAST	tr|A0A1D8N890|A0A1D8N890_YARLL	tr|W0THT9|W0THT9_KLUMD
OG0002508	sp|O13585|YP089_YEAST	tr|A0A1D8NA36|A0A1D8NA36_YARLL	tr|W0TGW1|W0TGW1_KLUMD
OG0002509	sp|P53096|HOS2_YEAST	tr|A0A1D8N9V3|A0A1D8N9V3_YARLL	tr|W0T5R0|W0T5R0_KLUMD
OG0002510	sp|P53073|EMC4_YEAST	tr|A0A1D8N4C1|A0A1D8N4C1_YARLL	tr|W0T8N6|W0T8N6_KLUMD
OG0002511	sp|P41696|AZF1_YEAST	tr|A0A1D8N551|A0A1D8N551_YARLL	tr|W0TEN0|W0TEN0_KLUMD
OG0002512	sp|P53969|SAM50_YEAST	tr|A0A1H6PJH2|A0A1H6PJH2_YARLL	tr|W0TGE5|W0TGE5_KLUMD
OG0002513	sp|Q12433|AHC1_YEAST	tr|A0A1D8N6L1|A0A1D8N6L1_YARLL	tr|W0TJS0|W0TJS0_KLUMD
OG0002514	sp|P21264|PUR6_YEAST	tr|A0A1D8N925|A0A1D8N925_YARLL	tr|W0T8A8|W0T8A8_KLUMD
OG0002515	sp|P33893|GATB_YEAST	tr|A0A1D8NHQ8|A0A1D8NHQ8_YARLL	tr|W0TIM9|W0TIM9_KLUMD
OG0002516	sp|P50087|MIC26_YEAST	tr|A0A1H6Q6E7|A0A1H6Q6E7_YARLL	tr|W0TE59|W0TE59_KLUMD
OG0002517	sp|Q12100|RTK1_YEAST	tr|A0A1D8N5Y1|A0A1D8N5Y1_YARLL	tr|W0T6V6|W0T6V6_KLUMD
OG0002518	sp|P40339|RFC4_YEAST	tr|A0A1D8NME4|A0A1D8NME4_YARLL	tr|W0T6T0|W0T6T0_KLUMD
OG0002519	sp|P38739|WSC4_YEAST	tr|A0A1D8NLY6|A0A1D8NLY6_YARLL	tr|W0T9Y1|W0T9Y1_KLUMD
OG0002520	sp|P40340|TBP7_YEAST	tr|A0A1D8NPN6|A0A1D8NPN6_YARLL	tr|W0T4Y0|W0T4Y0_KLUMD
OG0002521	sp|P38065|AP2A_YEAST	tr|A0A1H6Q588|A0A1H6Q588_YARLL	tr|W0TFN8|W0TFN8_KLUMD
OG0002522	sp|P25573|MGR1_YEAST	tr|A0A1H6PY13|A0A1H6PY13_YARLL	tr|W0T2M7|W0T2M7_KLUMD
OG0002523	sp|P40546|FAF1_YEAST	tr|A0A1D8NM24|A0A1D8NM24_YARLL	tr|W0TCH9|W0TCH9_KLUMD
OG0002524	sp|P34758|SCD5_YEAST	tr|A0A1D8NI03|A0A1D8NI03_YARLL	tr|W0TBF7|W0TBF7_KLUMD
OG0002525	sp|Q03525|TMA23_YEAST	tr|A0A1D8NLK3|A0A1D8NLK3_YARLL	tr|W0T580|W0T580_KLUMD
OG0002526	sp|P21268|FAR1_YEAST	tr|A0A1D8NPB5|A0A1D8NPB5_YARLL	tr|W0TBY0|W0TBY0_KLUMD
OG0002527	sp|P24279|MCM3_YEAST	tr|A0A1D8NPL7|A0A1D8NPL7_YARLL	tr|W0T6C7|W0T6C7_KLUMD
OG0002528		"tr|A0A1D8N824|A0A1D8N824_YARLL, tr|A0A1D8NF81|A0A1D8NF81_YARLL"	tr|W0T4T2|W0T4T2_KLUMD
OG0002529	sp|P43617|YFL5_YEAST	tr|A0A1H6PNY1|A0A1H6PNY1_YARLL	tr|W0TB10|W0TB10_KLUMD
OG0002530	sp|P61829|ATP9_YEAST	tr|S5TF89|S5TF89_YARLL	tr|A0A1L7LMC3|A0A1L7LMC3_KLUMD
OG0002531	sp|P54861|DNM1_YEAST	tr|A0A1D8NNQ7|A0A1D8NNQ7_YARLL	tr|W0T677|W0T677_KLUMD
OG0002532	sp|P25336|MSH3_YEAST	tr|A0A1D8N489|A0A1D8N489_YARLL	tr|W0T8T5|W0T8T5_KLUMD
OG0002533	sp|O13525|COQ4_YEAST	tr|A0A1H6PN93|A0A1H6PN93_YARLL	tr|W0TGJ8|W0TGJ8_KLUMD
OG0002534	sp|Q04600|TMA64_YEAST	tr|A0A1D8NEC2|A0A1D8NEC2_YARLL	tr|W0TDH1|W0TDH1_KLUMD
OG0002535	sp|P09624|DLDH_YEAST	tr|A0A1H6PUP2|A0A1H6PUP2_YARLL	tr|W0TFW6|W0TFW6_KLUMD
OG0002536	sp|P14306|CPYI_YEAST	tr|A0A1D8N6B4|A0A1D8N6B4_YARLL	tr|W0T6H3|W0T6H3_KLUMD
OG0002537	sp|P29340|UBCX_YEAST	tr|A0A1D8NH46|A0A1D8NH46_YARLL	tr|W0T7G4|W0T7G4_KLUMD
OG0002538	sp|P53720|DUS2_YEAST	tr|A0A1D8NQE7|A0A1D8NQE7_YARLL	tr|W0TI03|W0TI03_KLUMD
OG0002539	sp|Q03976|RT24_YEAST	tr|A0A1H6QB80|A0A1H6QB80_YARLL	tr|W0TEF8|W0TEF8_KLUMD
OG0002540	sp|P38828|LSM12_YEAST	tr|A0A1D8NAL6|A0A1D8NAL6_YARLL	tr|W0TDV9|W0TDV9_KLUMD
OG0002541	sp|P16622|HEMH_YEAST	tr|A0A1D8NP65|A0A1D8NP65_YARLL	tr|W0T997|W0T997_KLUMD
OG0002542	sp|P33753|TRM2_YEAST	tr|A0A1D8NPC0|A0A1D8NPC0_YARLL	tr|W0T305|W0T305_KLUMD
OG0002543	sp|P32472|FKBP2_YEAST	tr|A0A1H6PWL5|A0A1H6PWL5_YARLL	tr|W0T3P3|W0T3P3_KLUMD
OG0002544	sp|P38824|COX23_YEAST	tr|A0A1D8N7A5|A0A1D8N7A5_YARLL	tr|W0TEN9|W0TEN9_KLUMD
OG0002545	sp|P53101|STR3_YEAST	tr|A0A1D8NCM7|A0A1D8NCM7_YARLL	tr|W0T870|W0T870_KLUMD
OG0002546	sp|P15807|MET8_YEAST	tr|A0A1D8NI15|A0A1D8NI15_YARLL	tr|W0T3A2|W0T3A2_KLUMD
OG0002547	sp|P41734|IAH1_YEAST	tr|A0A1D8N6T3|A0A1D8N6T3_YARLL	tr|W0T616|W0T616_KLUMD
OG0002548	sp|P53331|REXO1_YEAST	tr|A0A1D8N7X7|A0A1D8N7X7_YARLL	tr|W0T3Z2|W0T3Z2_KLUMD
OG0002549	sp|P38170|CND2_YEAST	tr|A0A1D8N6B3|A0A1D8N6B3_YARLL	tr|W0TEC4|W0TEC4_KLUMD
OG0002550	sp|P23748|MPIP_YEAST	tr|A0A1D8N9X3|A0A1D8N9X3_YARLL	tr|W0TC34|W0TC34_KLUMD
OG0002551	sp|Q12386|ARP8_YEAST	tr|A0A1H6Q7G6|A0A1H6Q7G6_YARLL	tr|W0TA99|W0TA99_KLUMD
OG0002552	sp|Q04301|VBA1_YEAST	tr|A0A1D8N691|A0A1D8N691_YARLL	tr|W0T934|W0T934_KLUMD
OG0002553	sp|P49017|COQ5_YEAST	tr|A0A1D8NBN0|A0A1D8NBN0_YARLL	tr|W0T570|W0T570_KLUMD
OG0002554	sp|P32048|SYKM_YEAST	tr|A0A1H6PZX3|A0A1H6PZX3_YARLL	tr|W0TFK4|W0TFK4_KLUMD
OG0002555	sp|Q06102|YTH1_YEAST	tr|A0A1D8NEL8|A0A1D8NEL8_YARLL	tr|W0T5C9|W0T5C9_KLUMD
OG0002556	sp|Q06137|YL345_YEAST	tr|A0A1H6PUP3|A0A1H6PUP3_YARLL	tr|W0TB58|W0TB58_KLUMD
OG0002557	sp|P48234|NOL10_YEAST	tr|A0A1D8N5S7|A0A1D8N5S7_YARLL	tr|W0TFD5|W0TFD5_KLUMD
OG0002558	sp|Q08822|ETFD_YEAST	tr|A0A1D8NBA1|A0A1D8NBA1_YARLL	tr|W0TK65|W0TK65_KLUMD
OG0002559	sp|P41920|YRB1_YEAST	tr|A0A1D8N7V7|A0A1D8N7V7_YARLL	tr|W0TCQ4|W0TCQ4_KLUMD
OG0002560	sp|P38798|NMD2_YEAST	tr|A0A1D8NJX6|A0A1D8NJX6_YARLL	tr|W0TBJ1|W0TBJ1_KLUMD
OG0002561	sp|P10963|PCKA_YEAST	tr|A0A1D8NBK5|A0A1D8NBK5_YARLL	tr|W0TD31|W0TD31_KLUMD
OG0002562	sp|Q03656|SKY1_YEAST	tr|A0A1H6PWI3|A0A1H6PWI3_YARLL	tr|W0T565|W0T565_KLUMD
OG0002563	sp|Q06337|EAF1_YEAST	tr|A0A1D8NGG9|A0A1D8NGG9_YARLL	tr|W0T5L7|W0T5L7_KLUMD
OG0002564	sp|P36151|YK50_YEAST	tr|A0A1D8N3B1|A0A1D8N3B1_YARLL	tr|W0T9Q4|W0T9Q4_KLUMD
OG0002565	sp|P53220|TIM21_YEAST	tr|A0A1H6Q481|A0A1H6Q481_YARLL	tr|W0TFH9|W0TFH9_KLUMD
OG0002566	sp|P25345|SYNM_YEAST	tr|A0A1D8NH58|A0A1D8NH58_YARLL	tr|W0T5U7|W0T5U7_KLUMD
OG0002567	sp|P53323|BUD32_YEAST	tr|A0A1H6PLR4|A0A1H6PLR4_YARLL	tr|W0T7M5|W0T7M5_KLUMD
OG0002568	sp|Q04991|FMP42_YEAST	tr|A0A1H6PUN5|A0A1H6PUN5_YARLL	tr|W0T4H2|W0T4H2_KLUMD
OG0002569	sp|Q12133|SPC3_YEAST	tr|A0A1D8NJU8|A0A1D8NJU8_YARLL	tr|W0TE35|W0TE35_KLUMD
OG0002570	sp|P38827|SET1_YEAST	tr|A0A1D8N7V1|A0A1D8N7V1_YARLL	tr|W0TEP4|W0TEP4_KLUMD
OG0002571	sp|P53076|VID30_YEAST	tr|A0A1D8NMY5|A0A1D8NMY5_YARLL	tr|W0TB04|W0TB04_KLUMD
OG0002572	sp|P36051|MCD4_YEAST	tr|A0A1D8NPA6|A0A1D8NPA6_YARLL	tr|W0TFN3|W0TFN3_KLUMD
OG0002573	sp|P53178|ALG13_YEAST	tr|A0A1D8NL17|A0A1D8NL17_YARLL	tr|W0TCQ7|W0TCQ7_KLUMD
OG0002574	sp|P40152|YNV7_YEAST	tr|A0A1H6PSX8|A0A1H6PSX8_YARLL	tr|W0TGL8|W0TGL8_KLUMD
OG0002575	sp|P38604|ERG7_YEAST	tr|A0A1D8NLX7|A0A1D8NLX7_YARLL	tr|W0T9Z7|W0T9Z7_KLUMD
OG0002576	sp|Q08548|ALE1_YEAST	tr|A0A1H6PZ65|A0A1H6PZ65_YARLL	tr|W0TAY5|W0TAY5_KLUMD
OG0002577	sp|P24309|DBR1_YEAST	tr|A0A1D8NE58|A0A1D8NE58_YARLL	tr|W0T696|W0T696_KLUMD
OG0002578	sp|P35208|SPT10_YEAST	tr|A0A1D8NHU3|A0A1D8NHU3_YARLL	tr|W0TGV2|W0TGV2_KLUMD
OG0002579	sp|P32899|IMP3_YEAST	tr|A0A1D8NNU6|A0A1D8NNU6_YARLL	tr|W0TE74|W0TE74_KLUMD
OG0002580	sp|P32770|NRP1_YEAST	tr|A0A1H6Q2D4|A0A1H6Q2D4_YARLL	tr|W0TC35|W0TC35_KLUMD
OG0002581	sp|P38249|EIF3A_YEAST	tr|A0A1D8NP63|A0A1D8NP63_YARLL	tr|W0T8B2|W0T8B2_KLUMD
OG0002582	sp|P39016|MPT5_YEAST	tr|A0A1D8NI02|A0A1D8NI02_YARLL	tr|W0THG3|W0THG3_KLUMD
OG0002583	sp|P38288|TOS1_YEAST	tr|A0A1D8N581|A0A1D8N581_YARLL	tr|W0T898|W0T898_KLUMD
OG0002584	sp|P53378|TBG_YEAST	tr|A0A1H6PNP9|A0A1H6PNP9_YARLL	tr|W0TIV7|W0TIV7_KLUMD
OG0002585	sp|P29496|MCM5_YEAST	tr|A0A1D8N3C7|A0A1D8N3C7_YARLL	tr|W0T8L8|W0T8L8_KLUMD
OG0002586	sp|P14737|RAD9_YEAST	tr|A0A1D8NKP7|A0A1D8NKP7_YARLL	tr|W0T6X9|W0T6X9_KLUMD
OG0002587	sp|P34230|PXA2_YEAST	tr|A0A1H6Q0T3|A0A1H6Q0T3_YARLL	tr|W0TA93|W0TA93_KLUMD
OG0002588	sp|P38324|SLX1_YEAST	tr|A0A1D8NPE4|A0A1D8NPE4_YARLL	tr|W0T7D9|W0T7D9_KLUMD
OG0002589	sp|P47064|AP3S_YEAST	tr|A0A1D8NKI7|A0A1D8NKI7_YARLL	tr|W0T9L7|W0T9L7_KLUMD
OG0002590	sp|P38890|SET5_YEAST	tr|A0A1D8NEA8|A0A1D8NEA8_YARLL	tr|W0T500|W0T500_KLUMD
OG0002591	sp|P48837|NUP57_YEAST	tr|A0A1D8N5M4|A0A1D8N5M4_YARLL	tr|W0TH44|W0TH44_KLUMD
OG0002592	sp|Q04779|RCO1_YEAST	tr|A0A1D8NI85|A0A1D8NI85_YARLL	tr|W0TFL1|W0TFL1_KLUMD
OG0002593	sp|P48415|SEC16_YEAST	tr|A0A1D8N7L1|A0A1D8N7L1_YARLL	tr|W0T6I7|W0T6I7_KLUMD
OG0002594	sp|P52286|SKP1_YEAST	tr|A0A1H6Q4G9|A0A1H6Q4G9_YARLL	tr|W0TH13|W0TH13_KLUMD
OG0002595	sp|Q01477|UBP3_YEAST	tr|A0A1D8NHN3|A0A1D8NHN3_YARLL	tr|W0T5J9|W0T5J9_KLUMD
OG0002596	sp|P04076|ARLY_YEAST	tr|A0A1D8NGD5|A0A1D8NGD5_YARLL	tr|W0T3S7|W0T3S7_KLUMD
OG0002597	sp|Q08446|SGT1_YEAST	tr|A0A1D8NNM1|A0A1D8NNM1_YARLL	tr|W0T7F1|W0T7F1_KLUMD
OG0002598	sp|Q08971|YP225_YEAST	tr|A0A1D8N6C5|A0A1D8N6C5_YARLL	tr|W0TFC3|W0TFC3_KLUMD
OG0002599	sp|P37020|GEF1_YEAST	tr|A0A1D8N3I5|A0A1D8N3I5_YARLL	tr|W0T433|W0T433_KLUMD
OG0002600	sp|P25641|ATG15_YEAST	tr|A0A1D8NMB2|A0A1D8NMB2_YARLL	tr|W0T8T8|W0T8T8_KLUMD
OG0002601	sp|Q99220|OS9_YEAST	tr|A0A1D8NKV9|A0A1D8NKV9_YARLL	tr|W0TFR8|W0TFR8_KLUMD
OG0002602	sp|P23394|PRP28_YEAST	tr|A0A1D8NQC3|A0A1D8NQC3_YARLL	tr|W0TCJ4|W0TCJ4_KLUMD
OG0002603	sp|P36097|TTI1_YEAST	tr|A0A1D8N8J0|A0A1D8N8J0_YARLL	tr|W0TEV7|W0TEV7_KLUMD
OG0002604	sp|Q06624|RHC31_YEAST	tr|A0A1H6PPE7|A0A1H6PPE7_YARLL	tr|W0T5R8|W0T5R8_KLUMD
OG0002605	sp|P50084|BNS1_YEAST	tr|A0A1H6PUC6|A0A1H6PUC6_YARLL	tr|W0TGW7|W0TGW7_KLUMD
OG0002606	sp|P16451|ODPX_YEAST	tr|A0A1D8N766|A0A1D8N766_YARLL	tr|W0THU7|W0THU7_KLUMD
OG0002607	sp|P38920|MLH1_YEAST	tr|A0A1D8NAF6|A0A1D8NAF6_YARLL	tr|W0T7V1|W0T7V1_KLUMD
OG0002608	sp|P38787|PANE_YEAST	tr|A0A1D8NPC7|A0A1D8NPC7_YARLL	tr|W0T8X9|W0T8X9_KLUMD
OG0002609	sp|Q05016|YM71_YEAST	tr|A0A1D8NA12|A0A1D8NA12_YARLL	tr|W0TC15|W0TC15_KLUMD
OG0002610	sp|P32563|VPH1_YEAST	tr|A0A1H6PMT1|A0A1H6PMT1_YARLL	tr|W0TCC2|W0TCC2_KLUMD
OG0002611		tr|A0A1D8NBS1|A0A1D8NBS1_YARLL	"tr|W0TBY1|W0TBY1_KLUMD, tr|W0TDI3|W0TDI3_KLUMD"
OG0002612	sp|P05756|RS13_YEAST	tr|A0A1D8NMV4|A0A1D8NMV4_YARLL	tr|W0TAQ3|W0TAQ3_KLUMD
OG0002613	sp|P40004|YEA4_YEAST	tr|A0A1D8NJT1|A0A1D8NJT1_YARLL	tr|W0TCF6|W0TCF6_KLUMD
OG0002614	sp|P36100|T2EA_YEAST	tr|A0A1D8NQ23|A0A1D8NQ23_YARLL	tr|W0TDA5|W0TDA5_KLUMD
OG0002615	sp|P40094|COG3_YEAST	tr|A0A1D8NNX5|A0A1D8NNX5_YARLL	tr|W0TC32|W0TC32_KLUMD
OG0002616	sp|Q06625|GDE_YEAST	tr|A0A1D8N5E8|A0A1D8N5E8_YARLL	tr|W0TCG5|W0TCG5_KLUMD
OG0002617	sp|Q12156|AIM7_YEAST	tr|A0A1D8NL34|A0A1D8NL34_YARLL	tr|W0TDB7|W0TDB7_KLUMD
OG0002618	sp|Q12377|RPN6_YEAST	tr|A0A1D8NDS4|A0A1D8NDS4_YARLL	tr|W0TAI2|W0TAI2_KLUMD
OG0002619	sp|P36519|RM07_YEAST	tr|A0A1H6Q2J0|A0A1H6Q2J0_YARLL	tr|W0T8V7|W0T8V7_KLUMD
OG0002620	sp|Q06385|VPS74_YEAST	tr|A0A1D8ND17|A0A1D8ND17_YARLL	tr|W0TAD8|W0TAD8_KLUMD
OG0002621	sp|P35190|CLG1_YEAST	tr|A0A1H6PT82|A0A1H6PT82_YARLL	tr|W0T990|W0T990_KLUMD
OG0002622	sp|P41818|GLC8_YEAST	tr|A0A1H6PZT8|A0A1H6PZT8_YARLL	tr|W0TK09|W0TK09_KLUMD
OG0002623	sp|P36047|SDS22_YEAST	tr|A0A1D8N7W0|A0A1D8N7W0_YARLL	tr|W0T4B5|W0T4B5_KLUMD
OG0002624	sp|P38221|CDS1_YEAST	tr|A0A1H6Q2C0|A0A1H6Q2C0_YARLL	tr|W0TFG2|W0TFG2_KLUMD
OG0002625	sp|P43599|YFI8_YEAST	tr|A0A1D8NKF9|A0A1D8NKF9_YARLL	tr|W0T6A1|W0T6A1_KLUMD
OG0002626	sp|P38274|HSL7_YEAST	tr|A0A1D8NIZ6|A0A1D8NIZ6_YARLL	tr|W0TFB0|W0TFB0_KLUMD
OG0002627	sp|P38791|DHYS_YEAST	tr|A0A1H6PXG3|A0A1H6PXG3_YARLL	tr|W0TJ83|W0TJ83_KLUMD
OG0002628	sp|P36037|DOA1_YEAST	tr|A0A1D8NE86|A0A1D8NE86_YARLL	tr|W0T6U2|W0T6U2_KLUMD
OG0002629	sp|Q04767|TVP18_YEAST	tr|A0A1H6PRF5|A0A1H6PRF5_YARLL	tr|W0TDA0|W0TDA0_KLUMD
OG0002630	sp|P31539|HS104_YEAST	tr|A0A1D8NK99|A0A1D8NK99_YARLL	tr|W0TAQ8|W0TAQ8_KLUMD
OG0002631	sp|Q05924|DCR2_YEAST	tr|A0A1D8NJM9|A0A1D8NJM9_YARLL	tr|W0T8L1|W0T8L1_KLUMD
OG0002632	sp|P32561|RPD3_YEAST	tr|A0A1H6Q3J7|A0A1H6Q3J7_YARLL	tr|W0T8D7|W0T8D7_KLUMD
OG0002633	sp|P38865|CTR2_YEAST	tr|A0A1D8NIL4|A0A1D8NIL4_YARLL	tr|W0T3V6|W0T3V6_KLUMD
OG0002634	sp|P38961|RRP8_YEAST	tr|A0A1D8NNV9|A0A1D8NNV9_YARLL	tr|W0TDS1|W0TDS1_KLUMD
OG0002635	sp|Q12368|SNU23_YEAST	tr|A0A1D8NMN7|A0A1D8NMN7_YARLL	tr|W0T665|W0T665_KLUMD
OG0002636	sp|Q00539|NAM8_YEAST	tr|A0A1H6Q7F7|A0A1H6Q7F7_YARLL	tr|W0T9K5|W0T9K5_KLUMD
OG0002637	sp|Q06070|YL407_YEAST	tr|A0A1D8N7D8|A0A1D8N7D8_YARLL	tr|W0TEE6|W0TEE6_KLUMD
OG0002638	"sp|Q08986|SAM3_YEAST, sp|Q12372|MMP1_YEAST"		tr|W0TDL3|W0TDL3_KLUMD
OG0002639	sp|P32377|MVD1_YEAST	tr|A0A1D8NM45|A0A1D8NM45_YARLL	tr|W0T9D3|W0T9D3_KLUMD
OG0002640	sp|Q03083|YP034_YEAST	tr|A0A1D8NAB7|A0A1D8NAB7_YARLL	tr|W0T5F6|W0T5F6_KLUMD
OG0002641	sp|P69771|DID2_YEAST	tr|A0A1D8NAG6|A0A1D8NAG6_YARLL	tr|W0T9F5|W0T9F5_KLUMD
OG0002642	sp|P05375|PLMT_YEAST	tr|A0A1H6Q475|A0A1H6Q475_YARLL	tr|W0T7G3|W0T7G3_KLUMD
OG0002643	sp|P46972|IMP2_YEAST	tr|A0A1D8N7B0|A0A1D8N7B0_YARLL	tr|W0T9Q2|W0T9Q2_KLUMD
OG0002644	sp|P39076|TCPB_YEAST	tr|A0A1D8NMX5|A0A1D8NMX5_YARLL	tr|W0TC41|W0TC41_KLUMD
OG0002645	sp|Q12461|PTPA2_YEAST	tr|A0A1D8NH49|A0A1D8NH49_YARLL	tr|W0T5G0|W0T5G0_KLUMD
OG0002646	sp|P38959|VPS41_YEAST	tr|A0A1D8NNZ5|A0A1D8NNZ5_YARLL	tr|W0T9D7|W0T9D7_KLUMD
OG0002647	sp|P10862|RAD18_YEAST	tr|A0A1D8N447|A0A1D8N447_YARLL	tr|W0TAI5|W0TAI5_KLUMD
OG0002648	sp|Q02950|RT51_YEAST	tr|A0A1H6PW84|A0A1H6PW84_YARLL	tr|W0TCD4|W0TCD4_KLUMD
OG0002649	sp|P25616|YCQ5_YEAST	tr|A0A1D8NEY9|A0A1D8NEY9_YARLL	tr|W0T7T8|W0T7T8_KLUMD
OG0002650	sp|P32639|BRR2_YEAST	tr|A0A1H6PX23|A0A1H6PX23_YARLL	tr|W0TBV2|W0TBV2_KLUMD
OG0002651	sp|P53835|PRM1_YEAST	tr|A0A1D8NHM9|A0A1D8NHM9_YARLL	tr|W0T3T6|W0T3T6_KLUMD
OG0002652	sp|Q08232|YO073_YEAST	tr|A0A1D8NCN6|A0A1D8NCN6_YARLL	tr|W0T6X8|W0T6X8_KLUMD
OG0002653	sp|P25301|RAD57_YEAST	tr|A0A1D8NMS0|A0A1D8NMS0_YARLL	tr|W0TCR4|W0TCR4_KLUMD
OG0002654	sp|Q04697|GSF2_YEAST	tr|A0A1H6PVE1|A0A1H6PVE1_YARLL	tr|W0T5E8|W0T5E8_KLUMD
OG0002655	sp|P18410|SPO7_YEAST	tr|A0A1H6PVD1|A0A1H6PVD1_YARLL	tr|W0T5Z0|W0T5Z0_KLUMD
OG0002656	sp|P39958|GDI1_YEAST	tr|A0A1D8NL39|A0A1D8NL39_YARLL	tr|W0T553|W0T553_KLUMD
OG0002657	"sp|P39523|YM11_YEAST, sp|Q07978|YL031_YEAST"		tr|W0TBA1|W0TBA1_KLUMD
OG0002658	sp|P38070|YPK3_YEAST	tr|A0A1D8NBC0|A0A1D8NBC0_YARLL	tr|W0TDX1|W0TDX1_KLUMD
OG0002659	sp|P17891|CLC1_YEAST	tr|A0A1H6PXJ3|A0A1H6PXJ3_YARLL	tr|W0T7T5|W0T7T5_KLUMD
OG0002660	sp|P36015|YKT6_YEAST	tr|A0A1H6Q2F4|A0A1H6Q2F4_YARLL	tr|W0T823|W0T823_KLUMD
OG0002661	sp|P25642|IMG2_YEAST	tr|A0A1H6PW81|A0A1H6PW81_YARLL	tr|W0TGU8|W0TGU8_KLUMD
OG0002662	sp|Q12178|FCY1_YEAST	tr|A0A1D8NPM5|A0A1D8NPM5_YARLL	tr|W0TGY4|W0TGY4_KLUMD
OG0002663	sp|Q00764|TPS1_YEAST	tr|A0A1D8NIF0|A0A1D8NIF0_YARLL	tr|W0THS9|W0THS9_KLUMD
OG0002664	sp|P40070|LSM4_YEAST	tr|A0A1D8N5I3|A0A1D8N5I3_YARLL	tr|W0THZ6|W0THZ6_KLUMD
OG0002665	sp|P32337|IMB3_YEAST	tr|A0A1D8NNI3|A0A1D8NNI3_YARLL	tr|W0TK18|W0TK18_KLUMD
OG0002666	sp|Q05543|RT103_YEAST	tr|A0A1D8NL16|A0A1D8NL16_YARLL	tr|W0T8F9|W0T8F9_KLUMD
OG0002667	sp|P19955|RT31_YEAST	tr|A0A1D8NKY6|A0A1D8NKY6_YARLL	tr|W0TFV0|W0TFV0_KLUMD
OG0002668	sp|P48439|OST3_YEAST	tr|A0A1D8NE34|A0A1D8NE34_YARLL	tr|W0TGM5|W0TGM5_KLUMD
OG0002669	sp|P38805|RPF1_YEAST	tr|Q9UVE8|Q9UVE8_YARLL	tr|W0T9G5|W0T9G5_KLUMD
OG0002670	sp|Q03193|YD090_YEAST	tr|A0A1H6PUB6|A0A1H6PUB6_YARLL	tr|W0T589|W0T589_KLUMD
OG0002671	sp|Q06567|MCP2_YEAST	tr|A0A1D8N629|A0A1D8N629_YARLL	tr|W0TE05|W0TE05_KLUMD
OG0002672	sp|P39952|OXA1_YEAST	tr|A0A1H6PMP9|A0A1H6PMP9_YARLL	tr|W0T7X7|W0T7X7_KLUMD
OG0002673	sp|P39925|AFG3_YEAST	tr|A0A1D8N4D7|A0A1D8N4D7_YARLL	tr|W0TGF9|W0TGF9_KLUMD
OG0002674	sp|P40045|TDA2_YEAST	tr|A0A1D8N7G5|A0A1D8N7G5_YARLL	tr|W0TF78|W0TF78_KLUMD
OG0002675	sp|P38152|TXTP_YEAST	tr|A0A1D8NQ17|A0A1D8NQ17_YARLL	tr|W0TE31|W0TE31_KLUMD
OG0002676	sp|P40502|AIM19_YEAST	tr|A0A1H6Q7J1|A0A1H6Q7J1_YARLL	tr|W0THZ5|W0THZ5_KLUMD
OG0002677	sp|Q06541|ARV1_YEAST	tr|A0A1H6PMW8|A0A1H6PMW8_YARLL	tr|W0TC53|W0TC53_KLUMD
