"orthoList$OG_IDs[converted]"	"genes"	"logFC"	"logCPM"	"PValue"	"FDR"	"Portein_names"	"gene_names"	"Funcition"
"OG0001458"	"YPL213W"	1.007310177	6.514638871	2.98536e-13	3.99308e-12	"U2 small nuclear ribonucleoprotein A' (U2 snRNP A') (Looks exceptionally like U2A protein 1)"	"NOG1 YPL093W LPG15W"	"FUNCTION: Involved in the biogenesis of the 60S ribosomal subunit. {ECO:0000269|PubMed:12808088}."
"OG0000918"	"YPL218W"	-0.619537107	7.507357279	0.004253913	0.009750527	"Small COPII coat GTPase SAR1 (EC 3.6.5.-) (GTP-binding protein SAR1) (Secretion-associated RAS-related protein 1)"	"GDH1 URE1 YOR375C"	""
"OG0002093"	"YDR457W"	-0.875720534	7.298594303	1.04094e-06	5.35964e-06	"E3 ubiquitin-protein ligase TOM1 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase TOM1) (Suppressor of snRNA protein 2) (Temperature-dependent organization in mitotic nucleus protein 1)"	"LDB17 YDL146W D1575"	"FUNCTION: May be involved in protein-linked oligosaccharide phosphorylation since the deletion reduces the negative charge of the cell surface. {ECO:0000269|PubMed:15993632}."
"OG0002383"	"YML022W"	-0.924984843	6.463943529	3.8717e-08	2.56367e-07	"Adenine phosphoribosyltransferase 1 (APRT 1) (EC 2.4.2.7)"	"ROG1 YGL144C"	""
"OG0003457"	"YML020W"	0.701486226	6.956915504	8.83415e-07	4.6037e-06	"Uncharacterized protein YML020W"	""	""
"OG0002839"	"YML018C"	-1.064913754	8.089888173	2.36596e-14	3.59614e-13	"Uncharacterized vacuolar membrane protein YML018C"	"ATX1 YNL259C N0840"	"FUNCTION: Shuttles copper to the transport ATPase CCC2. Protects against oxygen toxicity."
"OG0002555"	"YDR435C"	1.466386397	6.116525003	4.70653e-10	4.27924e-09	"Leucine carboxyl methyltransferase 1 (EC 2.1.1.233) (Protein phosphatase methyltransferase 1) ([Phosphatase 2A protein]-leucine-carboxy methyltransferase 1)"	"YBR032W YBR0317"	""
"OG0003266"	"YML015C"	0.960084747	7.374161211	3.59081e-09	2.85887e-08	"Transcription initiation factor TFIID subunit 11 (TAFII-40) (TAFII40) (TBP-associated factor 11) (TBP-associated factor 40 kDa) (P40)"	"PDS5 YMR076C YM9582.01C YM9916.15C"	"FUNCTION: Essential for the establishment and maintenance of sister chromatid cohesion at centromere proximal and distal regions during S phase. Also required for chromosomal condensation. {ECO:0000269|PubMed:11062262, ECO:0000269|PubMed:11137006}."
"OG0002466"	"YDR430C"	-0.913414774	7.599694963	1.66099e-11	1.8344e-10	"Mitochondrial presequence protease (EC 3.4.24.-) (Cytosolic metalloprotease 1) (Metalloprotease of 112 kDa)"	"SAH1 YER043C"	"FUNCTION: Adenosylhomocysteine is a competitive inhibitor of S-adenosyl-L-methionine-dependent methyl transferase reactions; therefore adenosylhomocysteinase may play a key role in the control of methylations via regulation of the intracellular concentration of adenosylhomocysteine. {ECO:0000250}."
"OG0001735"	"YDR427W"	0.675209528	8.935476248	6.1783e-06	2.76074e-05	"26S proteasome regulatory subunit RPN9 (Proteasome non-ATPase subunit 7)"	"PYC1 PYV YGL062W"	"FUNCTION: Pyruvate carboxylase catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second."
"OG0002217"	"YGR144W"	1.103295203	4.131484593	0.000309336	0.000934217	"Thiamine thiazole synthase (Thiazole biosynthetic enzyme)"	"NFS1 SPL1 YCL017C"	"FUNCTION: Catalyzes the removal of elemental sulfur from cysteine to produce alanine. It supplies the inorganic sulfur for iron-sulfur (Fe-S) clusters. Plays a role in both tRNA-processing and mitochondrial metabolism. Involved in the 2-thio-modification of both 5-carboxymethylaminomethyl-2-thiouridine in mitochondrial tRNAs and 5-methoxycarbonylmethyl-2-thiouridine (mcm5s2U) in cytoplasmic tRNAs. {ECO:0000269|PubMed:10406803, ECO:0000269|PubMed:10551871, ECO:0000269|PubMed:14722066, ECO:0000269|PubMed:15220327, ECO:0000269|PubMed:8444805}."
"OG0001088"	"YOR369C"	-2.009773978	9.646346868	1.46756e-09	1.25117e-08	"40S ribosomal protein S12 (Small ribosomal subunit protein eS12)"	"HXT1 HOR4 YHR094C"	"FUNCTION: Low-affinity glucose transporter. HXT1 is as well involved in the transport of mannose."
"OG0003559"	"YAL058W"	-0.687591104	5.581534844	0.000314956	0.000949285	"Calnexin homolog"	"FYV4 YHR059W"	"FUNCTION: Component of the mitochondrial ribosome (mitoribosome), a dedicated translation machinery responsible for the synthesis of mitochondrial genome-encoded proteins, including at least some of the essential transmembrane subunits of the mitochondrial respiratory chain. The mitoribosomes are attached to the mitochondrial inner membrane and translation products are cotranslationally integrated into the membrane (PubMed:25609543, PubMed:28154081). mS41 is involved in telomere length regulation and required for survival upon exposure to K1 killer toxin (PubMed:12663529, PubMed:16552446). {ECO:0000269|PubMed:12663529, ECO:0000269|PubMed:16552446, ECO:0000305|PubMed:25609543, ECO:0000305|PubMed:28154081}."
"OG0002536"	"YOR194C"	0.764876156	8.696658924	1.8251e-07	1.07278e-06	"Transcription initiation factor IIA large subunit (TFIIA large subunit) (TFIIA 32 kDa subunit)"	"YNL046W N2530"	""
"OG0000900"	"YPL113C"	1.185585604	4.688154952	1.01416e-07	6.26074e-07	"Putative 2-hydroxyacid dehydrogenase YPL113C (EC 1.-.-.-)"	"SPP381 YBR152W YBR1202"	"FUNCTION: Component of the spliceosome and rRNA processing machinery. In association with the spliceosomal U4/U6.U5 tri-snRNP particle, required for splicing of pre-mRNA. {ECO:0000269|PubMed:9858581}."
"OG0001837"	"YPL115C"	-0.540448253	7.032235092	4.67036e-05	0.000170266	"GTPase-activating protein BEM3 (Bud emergence protein 3)"	"ICT1 YLR099C"	"FUNCTION: Lysophosphatidic acid acyltransferase involved in membrane remodeling leading to increased organic solvent tolerance. Involved in resistance to azoles and copper. {ECO:0000269|PubMed:10628851, ECO:0000269|PubMed:11055939, ECO:0000269|PubMed:18252723, ECO:0000269|PubMed:9717239}."
"OG0002143"	"YOR201C"	-1.507673304	6.959373536	2.31111e-19	5.56423e-18	"rRNA methyltransferase 1, mitochondrial (EC 2.1.1.-) (21S rRNA (guanosine(2270)-2'-O)-methyltransferase) (21S rRNA [Gm2270] 2'-O-methyltransferase) (Mitochondrial large ribosomal RNA ribose methylase) (Petite colonies protein 56)"	"ADH1 ADC1 YOL086C O0947"	"FUNCTION: This isozyme preferentially catalyzes the conversion of primary unbranched alcohols to their corresponding aldehydes. Also also shows activity toward secondary alcohols."
"OG0000940"	"YOR202W"	-0.679759734	7.167392333	1.53979e-07	9.18534e-07	"Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)"	"SPO75 YLL005C L1361"	"FUNCTION: Acts as an osmosensitive calcium-permeable cation channel (By similarity). Required for spore wall assembly and ascus formation. {ECO:0000250, ECO:0000269|PubMed:11470404, ECO:0000269|PubMed:15590821}."
"OG0001797"	"YPL120W"	1.125865628	6.324928442	1.16594e-13	1.64737e-12	"Vacuolar protein sorting-associated protein 30 (Autophagy-related protein 6)"	"COS2 YBR302C YBR2121"	""
"OG0001211"	"YJL053W"	0.852974154	6.779487932	4.08993e-07	2.2647e-06	"Carboxypeptidase Y-deficient protein 8 (Vacuolar protein sorting-associated protein 26) (Vacuolar protein-targeting protein 4)"	"YPR170W-B"	""
"OG0001653"	"YJL054W"	-0.792801097	7.648902257	1.70967e-05	6.86033e-05	"Mitochondrial import inner membrane translocase subunit TIM54"	"MHP1 YJL042W J1206"	"FUNCTION: Essential for the formation and/or stabilization of microtubules. Binds to microtubules in vitro."
"OG0001304"	"YJL057C"	1.341405856	7.261301088	0.003130857	0.007422067	"Probable serine/threonine-protein kinase IKS1 (EC 2.7.11.1) (IRA1 kinase suppressor 1)"	"ELP4 HAP1 TOT7 YPL101W"	"FUNCTION: Acts as component of the RNA polymerase II elongator complex, which is a major histone acetyltransferase component of the RNA polymerase II (RNAPII) holoenzyme and is involved in transcriptional elongation. Association with elongating RNAPII requires a hyperphosphorylated state of the RNAPII C-terminal domain (CTD). Elongator binds to both naked and nucleosomal DNA, can acetylate both core and nucleosomal histones, and is involved in chromatin remodeling. It acetylates histones H3, preferentially at 'Lys-14', and H4, preferentially at 'Lys-8'. It functions as a gamma-toxin target (TOT); disruption of the complex confers resistance to Kluyveromyces lactis toxin zymocin (pGKL1 killer toxin). May also be involved in sensitiviy to Pichia inositovora toxin. May be involved in tRNA modification. ELP4 is required for the complex integrity and the complex HAT activity but is not required for the association of the complex with nascent RNA transcript. Is required for an early step in synthesis of 5-methoxycarbonylmethyl (mcm5) and 5-carbamoylmethyl (ncm5) groups present on uridines at the wobble position in tRNA. {ECO:0000269|PubMed:10024884, ECO:0000269|PubMed:11296232, ECO:0000269|PubMed:11689709, ECO:0000269|PubMed:11904415, ECO:0000269|PubMed:13680368, ECO:0000269|PubMed:15138274, ECO:0000269|PubMed:15769872}."
"OG0003236"	"YBR269C"	0.982288952	5.987856668	0.000773664	0.002134162	"Succinate dehydrogenase assembly factor 4, mitochondrial (SDH assembly factor 4) (SDHAF4) (Found in mitochondrial proteome protein 21)"	"CAB5 YDR196C YD9346.07C"	"FUNCTION: Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A. {ECO:0000269|PubMed:19266201}."
"OG0002688"	"YJL062W"	-0.811344264	6.462387976	7.85658e-10	6.88337e-09	"GPI ethanolamine phosphate transferase 2 (EC 2.-.-.-) (Glycosylphosphatidylinositol-anchor biosynthesis protein 7) (Local anestheticum-sensitive protein 21)"	"POP1 YNL221C N1285"	"FUNCTION: Required for processing of 5.8S rRNA (short form) at site A3 and for 5' and 3' processing of pre-tRNA. {ECO:0000269|PubMed:7926742, ECO:0000269|PubMed:9620854}."
"OG0002478"	"YJL063C"	-0.967129189	7.437919751	0.000322156	0.000967593	"54S ribosomal protein L8, mitochondrial (Mitochondrial large ribosomal subunit protein bL17m) (YmL8)"	"RAD9 YDR217C YD9934.02C"	"FUNCTION: Essential for cell cycle arrest at the G2 stage following DNA damage by X-irradiation or inactivation of DNA ligase."
"OG0002496"	"YJL066C"	0.826698039	6.158413758	2.17012e-05	8.50907e-05	"Mitochondrial peculiar membrane protein 1"	"NCE101 NCE1 YJL205C YJL205BC YJL205C-A"	"FUNCTION: Involved in a novel pathway of export of proteins that lack a cleavable signal sequence. May be part of the export machinery or may also be a substrate for non-classical export. {ECO:0000269|PubMed:8655575}."
"OG0003080"	"YBR279W"	0.822769458	8.88029292	4.36405e-08	2.85824e-07	"RNA polymerase II-associated protein 1 (Protein PAF1)"	"YKR047W"	""
"OG0001728"	"YBR280C"	1.214943437	6.001818036	3.7903e-05	0.000141	"SCF-associated factor 1"	"COQ2 YNR041C N3419"	"FUNCTION: Catalyzes the prenylation of para-hydroxybenzoate (PHB) with an all-trans polyprenyl group. Mediates the second step in the final reaction sequence of coenzyme Q (CoQ) biosynthesis, which is the condensation of the polyisoprenoid side chain with PHB, generating the first membrane-bound Q intermediate. {ECO:0000255|HAMAP-Rule:MF_03189, ECO:0000269|PubMed:1740455}."
"OG0001999"	"YBR260C"	0.767700042	7.294567364	4.29834e-09	3.38192e-08	"RHO GTPase-activating protein RGD1 (RhoGAP) (Related GAP domain protein 1)"	"MKC7 YPS2 YDR144C YD2943.03C YD8358.01C"	"FUNCTION: Cleaves proteins C-terminally to the most C-terminal basic residue. Can process the alpha-mating factor precursor. Required for cell wall integrity. {ECO:0000269|PubMed:10446224, ECO:0000269|PubMed:16087741, ECO:0000269|PubMed:7479877}."
"OG0001395"	"YBR258C"	0.895793036	5.70649678	1.89689e-08	1.33537e-07	"COMPASS component SHG1 (Complex proteins associated with SET1 protein SHG1) (Set1C component SHG1)"	"YGL182C G1607"	""
"OG0002731"	"YJL046W"	-0.563738125	6.877720021	2.78829e-05	0.000106896	"Putative lipoate-protein ligase A (EC 6.3.1.20) (Altered inheritance rate of mitochondria protein 22)"	"MRX8 YDR336W"	"FUNCTION: Component of MIOREX complexes, large expressome-like assemblies of ribosomes with factors involved in all the steps of post-transcriptional gene expression. {ECO:0000269|PubMed:25683707}."
"OG0002492"	"YFR029W"	0.53695136	6.721671784	3.58955e-05	0.000134279	"SPS-sensor component PTR3 (Peptide transport protein 3)"	"YIH1 YCR059C YCR59C"	"FUNCTION: Translational regulator that ensures constant high levels of translation under amino acid starvation. Plays a role as a negative regulator of the GCN2 kinase activity; impairs GCN1-mediated GCN2 activation, and hence GCN2-mediated eIF-2-alpha phosphorylation in amino acid-starved cells and subsequent down-regulation of protein synthesis (PubMed:15126500, PubMed:15937339, PubMed:24333428). In normal conditions, it resides in a actin complex and has no activity (PubMed:15126500). {ECO:0000269|PubMed:15126500, ECO:0000269|PubMed:15937339, ECO:0000269|PubMed:24333428}."
"OG0001463"	"YAL034W-A"	-0.72202731	4.936883876	2.29139e-05	8.94413e-05	"Kinetochore-associated protein MTW1 (Mis12-like protein)"	"PRO3 ORE2 YER023W"	""
"OG0001972"	"YOR336W"	-1.194387708	6.145836333	9.93271e-09	7.4083e-08	"Killer toxin-resistance protein 5"	"RMD9 YGL107C G3075"	"FUNCTION: Involved in the processing or stability of mitochondrial mRNAs. Required for meiotic nuclear division. {ECO:0000269|PubMed:12586695, ECO:0000269|PubMed:17194786, ECO:0000269|PubMed:17194787}."
"OG0000886"	"YOR335C"	-0.94105477	8.231040708	1.07419e-07	6.59747e-07	"Alanine--tRNA ligase, mitochondrial (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)"	"LSC1 YOR142W YOR3352W"	"FUNCTION: Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of ATP and thus represents the only step of substrate-level phosphorylation in the TCA (PubMed:9874242). The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit (By similarity). {ECO:0000255|HAMAP-Rule:MF_03222, ECO:0000269|PubMed:9874242}."
"OG0002169"	"YAL032C"	0.59405355	6.1775505	2.17105e-05	8.50907e-05	"Pre-mRNA-processing protein 45"	"ESF1 YDR365C"	"FUNCTION: Involved in the 18S rRNA synthesis. Required for the early cleavages at sites A0, A1 and A2. {ECO:0000269|PubMed:14690591, ECO:0000269|PubMed:15056729}."
"OG0000684"	"YOR332W"	0.594485338	6.331151764	3.57679e-05	0.000133885	"V-type proton ATPase subunit E (V-ATPase subunit E) (V-ATPase 27 kDa subunit) (Vacuolar proton pump subunit E)"	"YLR422W"	""
"OG0003160"	"YOR326W"	-1.061350244	8.409468858	1.1557e-14	1.81622e-13	"Myosin-2 (Cell division control protein 66) (Class V unconventional myosin MYO2) (Type V myosin heavy chain MYO2) (Myosin V MYO2)"	"YEL050W-A smORF167"	""
"OG0002898"	"YAL026C"	-0.551467006	6.805695975	7.47879e-06	3.26905e-05	"Probable phospholipid-transporting ATPase DRS2 (EC 3.6.3.1)"	"CTF19 MCM18 YPL018W LPB13W"	"FUNCTION: Component of the central kinetochore, which mediates the attachment of the centromere to the mitotic spindle by forming essential interactions between the microtubule-associated outer kinetochore proteins and the centromere-associated inner kinetochore proteins. Required for establishing bipolar spindle-microtubule attachments and proper chromosome segregation."
"OG0000794"	"YDR208W"	0.613329989	7.999049316	6.21728e-06	2.7761e-05	"Probable phosphatidylinositol 4-phosphate 5-kinase MSS4 (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase) (Diphosphoinositide kinase) (PIP5K)"	"SHU1 YHL006C"	"FUNCTION: Plays a role in a RAD51/RAD54-dependent homologous recombination repair (HRR) pathway to repair MMS-induced lesions during S-phase. {ECO:0000269|PubMed:15654096, ECO:0000269|PubMed:19496932}."
"OG0001056"	"YMR063W"	-0.85432	4.164684887	6.00875e-06	2.69498e-05	"pH-response regulator protein palI/RIM9 (Regulator of IME2 protein 9)"	"CIN2 YPL241C P1043"	"FUNCTION: Tubulin-folding protein; involved in the early step of the tubulin folding pathway."
"OG0002954"	"YLR290C"	0.863445362	6.029602511	0.000409741	0.001201868	"MIOREX complex component 2 (Mitochondrial organization of gene expression protein 2)"	"DNM1 YLL001W L1381"	"FUNCTION: Microtubule-associated force-producing protein that participates mitochondrial fission. Fission of mitochondria occurs in many cell types and constitutes an important step in mitochondria morphology, which is balanced between fusion and fission. Functions antagonistically with FZO1. {ECO:0000269|PubMed:10559943, ECO:0000269|PubMed:23530241}."
