W29_NCBI	CLIB122_UNIPROT	CLIB122_NCBI	Standard_A	Standard_B	Standard_C	Standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D	Protein_name	ec_number	Coverage	MW
YALI1_F20965g	Q6C1K0	YALI0F15631g1_1	1.06231331	1.330351696	0.979401065	2.918122074	1.363338601	0.957815557	1.268620839	1.212761289	2.057360589	1.913615109	0.86785862	uniprot|Q6C1K0 Yarrowia lipolytica YALI0F15631g VMA1 H+Transporting ATPase		16	"252,999,992,370,605"
YALI1_B14236g	Q6CF36	YALI0B10560g1_1	0	0.264374075	0.194631429	0	0.526231022	0.369704386	0.784279887	0.749746699	0.654831157	0.380283069	0.536522844	similar to uniprot|P40991 Saccharomyces cerevisiae YNL061w NOP2 nucleolar protein		11	"684,000,015,258,789"
YALI1_D26610g	Q6C8B6	YALI0D21010g1_1	1.336116003	0.276917788	0.634208119	0.607418259	0.551199019	0.62023049	0.512904543	0.252440896	0.428247467	0.398326296	0.561979154	weakly similar to uniprot|Q06137 Saccharomyces cerevisiae YLR345w similarity to PFK26P and other 6- phosphofructo-2-kinases		9	"66,5"
YALI1_E19337g	Q6C5Q3	YALI0E16170g1_1	0.236627618	0.296332495	0.218159124	0.20894377	0.589843582	0.95643543	0.879086254	0.270139527	0.235940725	0.426252953	0.193313325	similar to uniprot|O74161 Candida albicans CHS5 Chitin biosynthesis protein		15	"617,000,007,629,395"
YALI1_C25979g	P36966	YALI0C18689g1_1	0.090154411	0	0	0.079606948	0.359935701	0.364399021	0.20911564	0.199907919	0.174600214	0	0.229123785	"uniprot|P36966 Yarrowia lipolytica YALI0C18689g PEX6/PAY4 Peroxisomal biogenesis factor 6 (Peroxin-6), ATPase of the AAA family"		9	"111,800,003,051,758"
YALI1_E04420g	Q6C754	YALI0E03674g1_1	0	0	0.422211959	0.404377121	0.587724357	0.412906619	0.546892288	0.326421505	0.285097583	0.265178135	0.120263019	similar to uniprot|P43535 Saccharomyces cerevisiae YFR009w GCN20 positive effector of GCN2P		6	"840,999,984,741,211"
YALI1_C25782g	Q6CBI1	YALI0C18535g1_1	0.352861103	0	1.96570749	0	0.145568718	0.102269519	1.310900847	1.253179636	0.683378925	0.635632005	1.741836159	"similar to uniprot|P08425 Saccharomyces cerevisiae YPR047w MSF1 phenylalanine--tRNA ligase alpha chain, mitochondrial"		13	"509,000,015,258,789"
YALI1_D12930g	Q6C9L1	YALI0D10263g1_1	2.487631782	3.115300475	2.293475187	2.196595509	3.192546305	0.720988806	0	2.839937612	4.817745894	4.481135385	6.322215471	highly similar to uniprot|P0CX42 Saccharomyces cerevisiae YER117W (ohnolog of YBL087C) RPL23B ribosomal protein L23.e		26	"141,999,998,092,651"
YALI1_D11343g	Q6C9S0	YALI0D08844g1_1	0	0	0.528155322	1.573636949	2.287134252	4.017024014	5.320523705	0.210227524	1.109459631	0	0	similar to uniprot|Q12068 Saccharomyces cerevisiae YOL151w GRE2		30	"365,999,984,741,211"
YALI1_F09361g	Q6C2N9	YALI0F06314g1_1	0	0	0	0.795702015	2.246248959	3.64230815	0.345922525	1.998156423	1.74519619	3.15288949	2.290180221	highly similar to uniprot|P23639 Saccharomyces cerevisiae YML092c PRE8 20S proteasome subunit Y7 (alpha2)	3.4.25.1	28	"272,000,007,629,395"
YALI1_E22303g	Q6C5F0	YALI0E18634g1_1	0	0	0.574278443	0.550020099	0.499113311	0.180533163	0.239115068	1.024734572	1.206347305	0.700567543	0.163577695	uniprot|Q6C5F0 Yarrowia lipolytica YALI0E18634g MAE1 Malic enzyme		16	69
YALI1_D12832g	Q6C9L5	YALI0D10131g1_1	0.21631772	0	0.620421563	0.594214067	0.863634619	0.874343969	1.560912182	0	0.069333438	0.125258506	0	"uniprot|Q6C9L5 Yarrowia lipolytica YALI0D10131g PDC1 Pyruvate decarboxylase, putative"		20	"659,000,015,258,789"
YALI1_B04540g	W0TYP4	YALI0B03080g1_1	0	0	0.630715539	0	0.877963962	2.765131592	0.262614052	0.780995056	3.057905192	0.396132716	0.558884339	weakly similar to uniprot|P53889 Saccharomyces cerevisiae YNL168C FMP41 Uncharacterized mitochondrial hydrolase		33	"324,000,015,258,789"
YALI1_A01173g	Q6CI78		0.333031702	0.417060848	0.95516932	0.9148216	0.427402133	0.300272003	0.397708429	0.380196645	0.106742216	0.599911995	0.272070801	No description in CLIB122	3.1.3.16	3	"522,999,992,370,606"
YALI1_B09807g	Q6CFF4	YALI0B07535g1_1	0	0	0.018099074	0	0	0	0.007535998	0.312549579	0.118275025	0.158529958	0.049892081	weakly similar to uniprot|P19158 Saccharomyces cerevisiae YOL081W (ohnolog of YBR140C) IRA2 GTPase- activating protein for RAS proteins		6	"290,899,993,896,484"
YALI1_D34739g	Q6C7Q4	YALI0D26279g1_1	2.078319897	0	1.91610959	0.944835217	1.373229696	0.96476456	1.841388459	0.126223758	1.066914344	0	0	similar to uniprot|P39984 Saccharomyces cerevisiae YEL056w HAT2 subunit of the major yeast histone acetyltransferase		25	"502,000,007,629,395"
YALI1_B12489g	F2Z5Z7	YALI0B09361g1_1	1.478486303	1.851531692	1.363092269	0.419656991	1.897441582	1.333050399	2.54431363	0	0	0	0	uniprot|Q872L3 Yarrowia lipolytica YALI0B09361g LIP8 Triacylglycerol lipase precursor		17	"412,999,992,370,605"
YALI1_B17838g	Q6CES4	YALI0B13398g1_1	0.907037267	0	0	0.800919976	2.260979147	1.588454254	1.08318927	2.011259699	1.756640633	3.173565139	0.741005599	similar to uniprot|P32642 Saccharomyces cerevisiae YER174C (ohnolog of YDR098C) GRX4 member of the subfamily of yeast glutaredoxins		12	"267,999,992,370,605"
YALI1_A10857g	Q6CHA5	YALI0A10747g1_1	9.782049476	3.937829077	2.899018361	8.637615143	12.55396644	5.506714973	3.755106295	1.153928452	1.007844789	0	0	similar to uniprot|G3B197 Candida tenuis hypothetical protein CANTEDRAFT_121094		63	"128,999,996,185,303"
YALI1_E40502g	Q6C3K1	YALI0E34155g1_1	0.17751477	0	0.163659961	0.15674673	0.708716333	1.244758818	0.659478363	0.065143391	0.550628656	0	0.145020986	"some similarities with uniprot|P38081 Saccharomyces cerevisiae YBR056w similarity to glucan 1,3-beta- glucosidase"		13	"733,000,030,517,578"
YALI1_C28479g	Q6CBB1	YALI0C20405g1_1	0	0	0	0.529200293	2.392731836	5.229486203	0.715707057	0.684193249	0.597576565	0.347033349	0.489612436	similar to uniprot|P10768 Homo sapiens Esterase D	3.1.2.12	43	"357,999,992,370,605"
YALI1_E22787g	Q6C5D3	YALI0E19008g1_1	0.250183506	0	0.230656992	0.22091371	0.623634454	0.438135311	0.580307536	0.888522063	0.249457262	0.875348438	0.20438783	"similar to uniprot|P23287 Saccharomyces cerevisiae YLR433C (ohnolog of YML057W) CNA1 calcineurin B, catalytic subunit"	3.1.3.16	10	"617,999,992,370,605"
YALI1_E01614g	Q6C7G2	YALI0E01078g1_1	0	0	0.287391663	0	0.40005281	0.545903399	1.158063232	0.691208766	1.878065992	0.561523822	0	similar to uniprot|P14743 Saccharomyces cerevisiae YLR195c NMT1 N-myristoyltransferase (Glycylpeptide N- tetradecanoyltransferase)		15	"550,999,984,741,211"
YALI1_F39645g	Q6BZP4	YALI0F32021g1_1	0	0	0.407173458	0.389973868	0.566790575	0.398199559	0.527412877	0.979297243	0.44036114	1.545232369	1.12241822	similar to uniprot|P39952 Saccharomyces cerevisiae YER154w OXA1 cytochrome oxidase biogenesis protein		13	"432,000,007,629,395"
YALI1_A03487g	Q6CHZ4	YALI0A03113g1_1	10.0621376	4.050580413	2.982025568	8.884934828	4.151017097	2.91630322	3.862625754	3.692547721	3.225082952	5.826468221	2.64240737	highly similar to uniprot|P31109 Saccharomyces cerevisiae YAL030W SNC1 (ohnolog of YOR327C) Vesicle membrane receptor protein (v-SNARE) involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane		11	"126,999,998,092,651"
YALI1_D25255g	Q6C8G0	YALI0D19976g1_1	0	0	0	0.234752948	0.662702314	0.745698317	0.616661161	0.097562501	0.82465325	0.930185032	0.217191797	hypothetical protein conserved in the Yarrowia clade		8	"567,000,007,629,395"
YALI1_A20176g	Q6CGH7	YALI0A19206g1_1	0.351566622	0.44027242	0.32412728	0.31043568	1.403607184	1.42101237	1.306091768	0.129015979	0.680871929	0.63330017	0	similar to uniprot|P32264 Saccharomyces cerevisiae YDR300C (ohnolog of YHR033W) PRO1 glutamate 5-kinase		14	"482,000,007,629,395"
YALI1_E02948g	Q6C7A7	YALI0E02332g1_1	0.089580754	0	0.256926854	0.477953738	0.114965047	0.156878813	0.207785027	0.458456753	0.173489225	0.313427428	0	similar to uniprot|Q08773 Saccharomyces cerevisiae YOR304w ISW2 ATP-dependent DNA translocase involved in chromatin remodeling		6	118
YALI1_C17238g	Q6CC57	YALI0C12276g1_1	0	0	1.582581522	0	1.634417687	1.148262571	0.658947055	1.008928818	0.881201647	0.164500081	0	some similarities with uniprot|P53230 Saccharomyces cerevisiae YGR046w similarity to proline transport helper PTH1 C. albicans		11	"572,999,992,370,606"
YALI1_A15105g	Q6CGX7	YALI0A15103g1_1	0	0	0	0	0.558907234	1.22153165	0.267761124	1.147498078	1.00222848	0.403896671	0.569838124	"uniprot|Q6CGX7 Yarrowia lipolytica YALI0A15103g AAL9 Acyl/aryl-CoA ligase, putative"		14	64
YALI1_A20089g	Q6CGI2	YALI0A19096g1_1	0	0	0	0	1.564896462	1.099420331	2.332277589	3.212904706	2.806161214	1.13087903	0	"uniprot|Q6CGI2 Yarrowia lipolytica YALI0A19096g HTD2 Hydroxyacyl-thioester dehydratase, putative"		23	"349,000,015,258,789"
YALI1_B20717g	Q6CEG8	YALI0B15752g1_1	1.409419981	0	4.042362081	1.244527274	1.808804095	2.468254885	1.683137679	5.005528808	2.729595022	4.931314601	3.581983827	uniprot|Q6CEG8 Yarrowia lipolytica YALI0B15752g CDC42 GTP-binding protein of RAS superfamily		21	"212,999,992,370,605"
YALI1_E03320g	Q6C792	YALI0E02706g1_1	0	0	0.148978259	0.04586613	0.066662134	0.282985724	0.19297194	0.265834761	0.100597202	0.030077604	0	similar to uniprot|P38181 Saccharomyces cerevisiae YBL079W (ohnolog of YER105C) NUP170 nuclear pore protein		8	"158,199,996,948,242"
YALI1_A13383g	Q6CH27	YALI0A13299g1_1	0	0	1.634946113	0	1.688497437	0.823198253	1.090321045	0.650775746	0.910358921	0.169943074	0.239764398	weakly similar to uniprot|P21827 Saccharomyces cerevisiae YGL097w SRM1 GDP/GTP exchange factor for GSP1P/GSP2P		19	"537,999,992,370,605"
YALI1_A00504g	Q6CI96	YALI0A00396g1_1	0	0	0.264466524	0.78797709	1.145251065	0.804597835	1.065684905	0.636071268	0.555546673	0.516731249	0.234346848	some similarities with uniprot|Q8J174 Emericella nidulans RfeF		17	"522,999,992,370,606"
YALI1_F15038g	Q6C228	YALI0F11363g1_1	3.753981402	1.511190181	3.46098778	1.065538812	1.54866109	1.088014147	1.441068074	1.377615376	0.386772793	2.173738247	0.985829107	weakly similar to uniprot|Q06485 Saccharomyces cerevisiae YLR356W (ohnolog of YGR049W)		12	"221,000,003,814,697"
YALI1_C30320g	Q6CB46	YALI0C22000g1_1	3.03744861	3.803844752	0.900181431	0.862156478	3.89816347	1.709903818	2.264757134	0.358309205	0.973552949	0.565375821	0	"similar to uniprot|Q04432 Saccharomyces cerevisiae YDR533c strong similarity to hypothetical proteins YPL280w, YOR391c and YMR322c"		22	"258,999,996,185,303"
YALI1_D09004g	Q6C9Z9	YALI0D07040g1_1	0.226741203	0	1.263122731	0.200213999	0.905249706	0.635984524	0.842357607	0.258852968	0.703322903	0	0	weakly similar to uniprot|Q12511 Saccharomyces cerevisiae YOR090c PTC5 putative 2C protein phosphatase (PP2Cs)		14	"637,999,992,370,605"
YALI1_C13890g	Q6CCE8	YALI0C09988g1_1	15.59456884	0	0	0	4.016715955	2.821949754	5.986400271	3.573079802	1.606708797	0	0	similar to uniprot|P18253 Schizosaccharomyces pombe Peptidyl-prolyl cis-trans isomerase		19	"192,000,007,629,395"
YALI1_E31754g	Q6C4H2	YALI0E26829g1_1	0	0	0	0.423387641	2.758584228	2.612225116	2.566931968	0.175958417	0.478092199	0.277644652	0.391715304	similar to uniprot|P04397 Saccharomyces cerevisiae YBR019c GAL10 UDP-glucose 4-epimerase		25	"407,999,992,370,606"
YALI1_F09598g	Q6C2N1	YALI0F06468g1_1	0.443513222	0	1.27204173	0.391625143	2.551635518	1.244006568	0.170254638	0.506324887	1.375722643	0.256815778	2.189324239	similar to uniprot|P33330 Saccharomyces cerevisiae YOR184w SER1 phosphoserine transaminase		21	"415,999,984,741,211"
YALI1_E05576g	Q6C715	YALI0E04576g1_1	0	0	0	0.07465089	0.21073779	0.237130325	0.314077663	0.187462332	0.163730198	0.29579667	0.069066485	weakly similar to uniprot|P33418 Saccharomyces cerevisiae YKL205w LOS1 pre-tRNA splicing protein		5	"119,400,001,525,879"
YALI1_E17069g	Q6C5Y6	YALI0E14036g1_1	0	0	0.61370837	0.097277172	0.141383279	0.19292856	0.409272908	0.244281153	0.213355938	0.385451045	0.279982017	similar to uniprot|B2VSC0 Pyrenophora tritici- repentis Sec23/Sec24 family protein		6	"998,000,030,517,578"
YALI1_C20646g	Q6CBW7	YALI0C14828g1_1	0.144088131	0	0	0.395802964	0.059441872	0.252335173	0	0.511726315	0.446943395	0.504139232	0.117713038	weakly similar to uniprot|P11433 Saccharomyces cerevisiae YAL041w CDC24 GTP/GDP exchange factor for CDC42P		8	"865,999,984,741,211"
YALI1_C23738g	Q6CBQ1	YALI0C16621g1_1	0	0	0	0	0	0	0	6.373295881	3.86282233	10.05641869	0	"similar to uniprot|P00447 Saccharomyces cerevisiae YHR008c SOD2 superoxide dismutase (Mn) precursor, mitochondrial"	1.15.1.1	22	23
YALI1_A05031g	Q6CHU4	YALI0A04917g1_1	0.410039163	0.513498505	1.176034672	0.362067325	0.169156858	0.118841401	0.157404708	0.150473909	0.408848882	0.237432666	0.334982174	similar to uniprot|P40088 Saccharomyces cerevisiae YER145c FTR1 iron permease that mediates high-affinity iron uptake		9	45
YALI1_E23790g	Q6C598	YALI0E19899g1_1	0	0	0.477552152	1.422864979	0.213686521	0.907115188	0.618574589	1.148565793	2.315321434	1.812321085	0	weakly similar to uniprot|Q7RZL5 Neurospora crassa NCU00350.1		19	41
YALI1_E13765g	Q6C6B2	YALI0E10901g1_1	0.347728723	0	0.997321892	0.955193587	0.866786205	1.894423116	1.291833735	0.127607567	0.346719319	0	0.284077556	weakly similar to uniprot|P40517 Saccharomyces cerevisiae YIL063C YRB2 Ran-specific GTPase-activating protein 2 involved in nuclear protein export		17	"482,000,007,629,395"
YALI1_F06035g	Q6C2Y7	YALI0F04037g1_1	0	0	0.35762378	0	0.966918492	0.679310021	0.899741963	0.860124782	0.751235727	0.224612318	0.985829107	some similarities with uniprot|P38934 Saccharomyces cerevisiae YOR198c BFR1 maintenance of normal ploidy		13	"467,000,007,629,395"
YALI1_B27254g	Q6CDV7	YALI0B20856g1_1	0	0.409759021	0.301663404	0.28892071	0.134982961	0.573012716	0.125605038	0.37354023	1.462558054	1.144819359	0.267307434	similar to uniprot|Q6BVY9 Debaryomyces hansenii DEHA2B15642p		12	"527,000,007,629,395"
YALI1_E03553g	Q6C782	YALI0E03014g1_1	0.462937578	0	1.32775279	0.408776979	1.153968254	1.298489785	0.552842795	1.644114186	0.461593741	0.833920027	0	weakly similar to uniprot|Q04410 Saccharomyces cerevisiae YDR517w GRH1 Yeast (GR)ASP65 (H)omologue		20	"405,999,984,741,211"
YALI1_B04470g	Q6CFW6	YALI0B02992g1_1	0	1.636865881	1.205055921	1.154152633	1.677452998	2.289016024	4.855850508	1.492182542	2.531378255	2.354513691	1.067813999	similar to uniprot|P36147 Saccharomyces cerevisiae YKR065c Hypothetical 22.0 kDa protein		12	"226,000,003,814,697"
YALI1_B08650g	Q6CFI8	YALI0B06600g1_1	0	0	0.597427906	0.094696602	0.267326385	0.433471574	0.248753921	0.380872785	0.207696029	0	0.087612638	"similar to uniprot|P38138 Saccharomyces cerevisiae YBR229c ROT2 glucosidase II, catalytic subunit singleton"		7	"103,599,998,474,121"
YALI1_F34324g	Q6C084	YALI0F26983g1_1	0	0	0	0	0.118338764	0.083139074	0.110117194	0.636071268	0.889789081	0.516731249	0.72903093	similar to uniprot|Q5AHE0 Candida albicans hypothetical protein CaO19.8476		7	"569,000,015,258,789"
YALI1_D25216g	Q6C8G3	YALI0D19910g1_1	0	0	0	1.528024126	1.38659875	1.560254632	1.290264993	1.975554066	2.486439025	0.322102806	0	similar to uniprot|Q08723 Saccharomyces cerevisiae YOR261c RPN8 26S proteasome regulatory subunit		29	"375,999,984,741,211"
YALI1_B02375g	Q6CG28	YALI0B01386g1_1	0	0	0.152091571	0.145667005	0.411214691	0.666787452	0.382645607	0.365797065	0.511707179	0.095523962	0.134770101	similar to uniprot|P32795 Saccharomyces cerevisiae YPR024W YME1 Catalytic subunit of the mitochondrial inner membrane i-AAA protease complex		13	"771,999,969,482,422"
YALI1_A03721g	Q6CHY6	YALI0A03443g1_1	0	0	0.612048342	0.18843212	0.088034968	0.192406705	0.494983217	1.092130663	0.953870403	0.384408434	0.54234312	weakly similar to uniprot|P40959 Saccharomyces cerevisiae YMR004w MVP1 required for vacuolar protein sorting		15	"679,000,015,258,789"
YALI1_E18854g	Q6C5S2	YALI0E15642g1_1	0.222971648	0.868661008	0.205568986	0.196885458	0.555803235	0.901238772	1.193685234	0.254549558	0.222324396	0.129111455	0	"some similarities with uniprot|P22336 Saccharomyces cerevisiae YAR007c RFA1 DNA replication factor A, 69 KD subunit"		15	"650,999,984,741,211"
YALI1_C25029g	Q6CBL1	YALI0C17831g1_1	0.300368529	0	0.276925135	0.265227421	1.199202082	1.214072578	0.696713078	0.666035607	0.299496604	0.173928022	0.245386567	similar to uniprot|Q08220 Saccharomyces cerevisiae YOL049w GSH2 Glutathione synthetase	6.3.2.3	16	"545,999,984,741,211"
YALI1_F10671g	Q6C2J7	YALI0F07315g1_1	0	0	0.458213825	0.438858216	0.637839407	1.394043548	3.58629997	0.567391652	1.541645618	0.287789781	0.406028573	similar to uniprot|P48362 Saccharomyces cerevisiae YGR187c HGH1		26	"412,999,992,370,605"
YALI1_B03404g	Q6CFZ3	YALI0B02266g1_1	0	0	0	0	0.044638088	0.031360555	0.129217262	0.239929879	0.651907454	0.60635941	0.534127366	some similarities with uniprot|Q8WZS4 Neurospora crassa hypothetical 138.9 kDa protein		10	"994,000,015,258,789"
YALI1_A10619g	Q6CHB1	YALI0A10615g1_1	0	0	0	0	0	0.039144252	0.051846322	0.299480532	1.047332316	0	0.110337194	similar to uniprot|P39925 Saccharomyces cerevisiae YER017c AFG3 protease of the SEC18/CDC48/PAS1 family of ATPases (AAA)		10	"881,999,969,482,422"
YALI1_B03979g	Q6CFY2	YALI0B02574g1_1	0	0.182772959	0	0.128873046	0.060209132	0	0.056026111	0.053559185	0.046778763	0.084510997	0.119232447	"similar to uniprot|P39925 Saccharomyces cerevisiae YER017C AFG3 Component, with Yta12p, of the mitochondrial inner membrane m-AAA protease that mediates degradation of misfolded or unassembled proteins and is also required for correct assembly of mitochondrial enzyme complexes"		7	"838,000,030,517,578"
YALI1_F01456g	F2Z619	YALI0F00924g1_1	1.047164695	1.311380847	0.965434781	0.924653433	2.610275923	0	1.250530274	1.195467282	1.044124936	1.886326909	2.661326683	uniprot|Q9UUT8 Yarrowia lipolytica YALI0F00924g NUIM Central subunit of protein NADH:ubiquinone oxidoreductase (Complex I)		12	"256,000,003,814,697"
YALI1_D33207g			0.976387253	1.22274514	0.900181431	0.862156478	0.402797133	0.282985724	1.166007433	1.114666127	0.973552949	1.758830828	0.797661185	No description in CLIB122		14	"262,000,007,629,395"
YALI1_C06259g	Q6CD10	YALI0C04774g1_1	0.443513222	0	1.27204173	1.218308865	0.569190548	0.399885664	0.529646113	0.983443902	1.375722643	0.256815778	1.127170899	similar to uniprot|Q9C1M3 Emericella nidulans cdc11p Septin		15	"440,999,984,741,211"
YALI1_B07809g	Q6CFL9	YALI0B05764g1_1	0	0	0.387364987	0.371002135	0.173331176	0.378827656	0.974567556	0.931655676	0.41893813	0.24329184	3.321868591	weakly similar to uniprot|P38758 Saccharomyces cerevisiae YHR009C Putative protein of unknown function		9	"432,000,007,629,395"
YALI1_B21798g	Q6CEC5	YALI0B16742g1_1	0.850620519	0	0	0.75110361	1.091658908	1.489654098	1.015816055	0.971087933	3.802194151	1.532278906	0.694915843	weakly similar to uniprot|P47141 Saccharomyces cerevisiae YJR101w RSM26 weak similarity to superoxide dismutases		22	"297,999,992,370,605"
YALI1_C16485g	Q6CC75	YALI0C11803g1_1	0	0	0	0	1.400178705	3.060190493	2.086786885	1.994902081	1.742353838	0.32525739	0	similar to uniprot|P00817 Saccharomyces cerevisiae YBR011c Inorganic pyrophosphatase		26	"37,5"
YALI1_F10385g	Q6C2K6	YALI0F07084g1_1	0	0	0.021845417	0.065088343	0.030409095	0.041495592	0.028296427	0.084151513	0.045889167	0.082903845	0	similar to uniprot|P32600 Saccharomyces cerevisiae YKL203C (ohnolog of YJR066W) TOR2 phosphatidylinositol 3- kinase	2.7.11.1	2	"262,600,006,103,516"
YALI1_B07444g	Q6CFN2	YALI0B05456g1_1	0	0	0.141159646	0.13519686	0.196496003	0.83414016	0.18284447	0.339504576	0.474927071	0.275806553	0.125083196	"uniprot|Q6CFN2 Yarrowia lipolytica YALI0B05456g FAT3 Peroxisomal protein that binds AMP and mRNA, putative"		18	"806,999,969,482,422"
YALI1_D11063g	Q6C9T1	YALI0D08602g1_1	0.188794918	0	0.174059707	0.166707176	0.242293302	0.763098364	0.225460008	0.670501634	0.188246875	0.109321462	0.154236321	some similarities with uniprot|Q08023 Saccharomyces cerevisiae YLR077w		15	"710,999,984,741,211"
YALI1_A00789g	Q6CI88	YALI0A00616g1_1	0	0	0.202464268	0.603241583	0.029121777	0.123624111	0.163739378	0.250705084	0.136713497	0	0.057670001	similar to uniprot|P47037 Saccharomyces cerevisiae YJL074c SMC3 required for structural maintenance of chromosomes		6	134
YALI1_E23325g	Q6C5B4	YALI0E19492g1_1	2.840285618	1.143375866	0.841750001	2.507991206	0.376651279	0.264616915	0.350483483	1.04231234	0.910358921	1.644663843	2.320376044	weakly similar to uniprot|H6BKF6 Exophiala dermatitidis HMPREF1120_00801 hypothetical protein		23	"266,000,003,814,697"
