genes	logFC	logCPM	PValue	FDR	Portein_names	gene_names	Funcition
YML055W	0.291399074	6.582588929	0.057221086	0.095089375	Signal peptidase complex subunit SPC2 (Microsomal signal peptidase subunit 2)	DCP1 YOL149W	"FUNCTION: Component of the decapping complex necessary for the degradation of mRNAs, both in normal mRNA turnover and in nonsense-mediated mRNA decay. Removes the 7-methyl guanine cap structure from mRNA molecules, yielding a 5'-phosphorylated mRNA fragment and 7m-GDP. Decapping is the major pathway of mRNA degradation in yeast. It occurs through deadenylation, decapping and subsequent 5' to 3' exonucleolytic decay of the transcript body. DCP1 is activated by the DEAD-box helicase DHH1 and destabilizes the eIF-4F cap-binding complex from the mRNA. {ECO:0000269|PubMed:10075882, ECO:0000269|PubMed:10101156, ECO:0000269|PubMed:10409716, ECO:0000269|PubMed:10508173, ECO:0000269|PubMed:10564284, ECO:0000269|PubMed:10944120, ECO:0000269|PubMed:11139489, ECO:0000269|PubMed:11741542, ECO:0000269|PubMed:12032091, ECO:0000269|PubMed:12054793, ECO:0000269|PubMed:12554866, ECO:0000269|PubMed:15024087, ECO:0000269|PubMed:8757137, ECO:0000269|PubMed:8816497, ECO:0000269|PubMed:9482745, ECO:0000269|PubMed:9482746}."
YER128W	0.423627537	5.822930081	0.057282796	0.09516565	VPS4-associated protein 1	LGE1 YPL055C	"FUNCTION: Required to activate transcription of PDR3, a gene involved in retrograde regulation of multidrug resistance, a phenomenon that takes place in cells that have lost their mitochondrial genome. Also required for ubiquitination of histone H2B to form H2BK123ub1. H2BK123ub1 gives a specific tag for epigenetic transcriptional activation, telomeric silencing, and is also a prerequisite for H3K4me and H3K79me formation. Its precise role in H2BK123ub1 formation however is unclear and is independent of retrograde regulation of multidrug resistance function. {ECO:0000269|PubMed:12535538, ECO:0000269|PubMed:15528187}."
YMR031W-A	0.587013539	0.56050324	0.057477714	0.095450741	Putative uncharacterized protein YMR031W-A	HAP3 YBL021C YBL0441	"FUNCTION: Acts a component of the CCAT-binding factor, which is a transcriptional activator and binds to the upstream activation site (UAS2) of the CYC1 gene and other genes involved in mitochondrial electron transport and activates their expression. Recognizes the sequence 5'-CCAAT-3'."
YGR083C	0.335132048	8.130400237	0.057486117	0.095450741	Translation initiation factor eIF-2B subunit delta (GCD complex subunit GCD2) (Guanine nucleotide exchange factor subunit GCD2) (eIF-2B GDP-GTP exchange factor subunit delta)	YGR242W	
YNL142W	1.262172703	7.77949289	0.057502991	0.095452428	Ammonium transporter MEP2	AVT3 YKL146W YKL600	"FUNCTION: Involved in amino acid efflux from the vacuole to the cytoplasm. Capable of transporting large neutral amino acids including tyrosine, glutamine, asparagine, isoleucine and leucine. {ECO:0000269|PubMed:11274162}."
YPR139C	0.305098377	7.184466466	0.057731261	0.095804925	Lysophosphatidic acid:oleoyl-CoA acyltransferase 1 (LPAAT) (Lysophosphatidic acid acyltransferase) (EC 2.3.1.51) (Vacuolar protein sorting-associated protein 66)	ADH2 ADR2 YMR303C YM9952.05C	FUNCTION: This isozyme preferentially catalyzes the conversion of ethanol to acetaldehyde. Acts on a variety of primary unbranched aliphatic alcohols.
YGL167C	-0.262512678	7.387227007	0.057790016	0.095875994	Calcium-transporting ATPase 1 (EC 3.6.3.8) (Bypass SOD defects protein 1) (Golgi Ca(2+)-ATPase)	SPT5 YML010W YM9571.08	"FUNCTION: The SPT4-SPT5 complex mediates both activation and inhibition of transcription elongation, and plays a role in pre-mRNA processing. This complex seems to be important for the stability of the RNA polymerase II elongation machinery on the chromatin template but not for the inherent ability of this machinery to translocate down the gene. {ECO:0000269|PubMed:12554661, ECO:0000269|PubMed:12556496, ECO:0000269|PubMed:15780939, ECO:0000269|PubMed:16172632, ECO:0000269|PubMed:9450930}."
YNL292W	0.319991224	7.082007652	0.057938755	0.096096271	tRNA pseudouridine synthase 4 (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase 4) (tRNA-uridine isomerase 4)		
YDL199C	0.824479509	5.311626064	0.057974614	0.096129257	Putative metabolite transport protein YDL199C	DIA2 YOR080W YOR29-31	"FUNCTION: F-box protein component of a SCF (SKP1-CUL1-F-box protein) E3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of target proteins. Probably recognizes and binds to phosphorylated target proteins (By similarity). The SCF(DIA2) complex is specifically involved in the pheromone induced degradation of phosphorylated TEC1. The SCF(DIA2) complex binds to DNA replication origins. Involved in DNA replication, genome stability, and the control of cell cycle, probably through its association to replication origins to facilitate the ubiquitination of another origin-binding protein. Required for invasive growth and growth under alkaline conditions. {ECO:0000250, ECO:0000269|PubMed:10582239, ECO:0000269|PubMed:11063681, ECO:0000269|PubMed:14993228, ECO:0000269|PubMed:15579722, ECO:0000269|PubMed:15620357, ECO:0000269|PubMed:16421250, ECO:0000269|PubMed:16487579}."
YOL118C	-0.388701462	3.999293803	0.058030641	0.09617161	Uncharacterized protein YOL118C	KNS1 YLL019C	FUNCTION: Nonessential protein kinase. {ECO:0000269|PubMed:8910305}.
YOL035C	0.717101965	0.431472001	0.058032113	0.09617161	Putative uncharacterized protein YOL035C	YMR253C YM9920.07C	
YHR150W	0.24681765	5.902529412	0.058188371	0.096404021	Peroxisomal membrane protein PEX28 (Peroxin-28)	YDL206W D1053	FUNCTION: Putative cation exchanger. {ECO:0000250}.
YJL215C	0.570204254	1.479365035	0.058211963	0.096416568	Putative uncharacterized protein YJL215C	VAN1 VRG7 YML115C YM8339.04C	"FUNCTION: Involved in regulation of the phosphorylation of a number of proteins, some of which appear to be important in cell growth control.; FUNCTION: The M-Pol I complex possesses alpha-1,6-mannosyltransferase activity and is probably involved in the elongation of the mannan backbone of N-linked glycans on cell wall and periplasmic proteins."
YNR052C	0.257748099	7.773381608	0.05823009	0.096420057	Poly(A) ribonuclease POP2 (EC 3.1.13.4) (CCR4-associated factor 1)	SEH1 YGL100W	"FUNCTION: Functions as a component of the nuclear pore complex (NPC). NPC components, collectively referred to as nucleoporins (NUPs), can play the role of both NPC structural components and of docking or interaction partners for transiently associated nuclear transport factors. Involved in nuclear poly(A)+ RNA export and NPC biogenesis. It is also required for normal nuclear morphology. Component of the SEA complex which coats the vacuolar membrane and is involved in intracellular trafficking, autophagy, response to nitrogen starvation, and amino acid biogenesis. {ECO:0000269|PubMed:11823431, ECO:0000269|PubMed:12206772, ECO:0000269|PubMed:21454883, ECO:0000269|PubMed:8565072}."
YKL067W	0.596936867	7.474845415	0.058283478	0.096481917	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6)	HEL2 YDR266C	FUNCTION: Probable ubiquitin-protein ligase involved in the degradation-related ubiquitination of histones. Contributes to the post-translational regulation of histone protein levels by polyubiquitination of excess histones for subsequent degradation. {ECO:0000269|PubMed:22570702}.
YJL101C	-0.608928261	8.462069281	0.058514855	0.096800319	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	PAC1 LIS1 YOR269W	"FUNCTION: Positively regulates the activity of the minus-end directed microtubule motor protein dynein. Plays a central role in positioning the mitotic spindle at the bud neck during cell division. Targets cytoplasmic dynein to microtubule plus ends, thereby promoting dynein-mediated microtubule sliding along the bud cortex and consequently the movement of the mitotic spindle to the bud neck. Following plus end binding, dynein may be offloaded to the cortex by NUM1. Required for viability in the absence of the kinesin-related microtubule-dependent motor protein CIN8. {ECO:0000255|HAMAP-Rule:MF_03141, ECO:0000269|PubMed:12566428, ECO:0000269|PubMed:15965467, ECO:0000269|PubMed:19185494}."
YHR167W	0.35528113	5.441393805	0.058522084	0.096800319	THO complex subunit THP2	TAH11 CDT1 SID2 YJR046W J1641	"FUNCTION: DNA replication licensing factor, required for pre-replication complex assembly. Faithful duplication of the genetic material requires 'once per cell cycle' DNA replication initiation and elongation. Central to this control is the tightly regulated formation of prereplicative complexes (preRCs) at future origins of DNA replication. Required for the recruitment of the MCM2-7 helicase complex to the replication origins. {ECO:0000269|PubMed:11560884, ECO:0000269|PubMed:11967159, ECO:0000269|PubMed:16387651, ECO:0000269|PubMed:16824194, ECO:0000269|PubMed:17825064, ECO:0000269|PubMed:18006685, ECO:0000269|PubMed:19896182}."
YKL154W	0.317469885	6.980846401	0.058524067	0.096800319	Signal recognition particle receptor subunit beta (SR-beta)	YJR098C J1936	
YPL064C	0.25002994	6.529018198	0.058990202	0.097544513	Peptidyl-prolyl isomerase CWC27 (PPIase CWC27) (EC 5.2.1.8) (Complexed with CEF1 protein 27) (Rotamase CWC27)	MFM1 LPE10 YPL060W	"FUNCTION: Mitochondrial inner membrane magnesium transporter required for mitochondrial magnesium homeostasis. Modulates the conductance of the MRS2 channel. Involved in the splicing of mRNA group II introns in mitochondria by affecting mitochondrial magnesium concentrations, which are critical for group II intron splicing. {ECO:0000269|PubMed:11254124, ECO:0000269|PubMed:17827224, ECO:0000269|PubMed:20653776}."
YHR152W	0.249309361	6.977556068	0.059111074	0.097717538	Sporulation-specific protein 12	SSC1 ENS1 YJR045C J1639	"FUNCTION: Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner. Constitutes the ATP-driven core of the motor and binds the precursor preprotein. Required for the import of the processed fratxin homolog YFH1 into the mitochondrion. {ECO:0000269|PubMed:10779357, ECO:0000269|PubMed:12032075, ECO:0000269|PubMed:7625280}.; FUNCTION: Acts as a non-catalytic component of endonuclease SceI (Endo.SceI), which cleaves specifically at multiple sites on mitochondrial DNA and produces double-stranded breaks. SSC1 confers broader sequence specificity, greater stability, and higher activity on the catalytic subunit (By similarity). {ECO:0000250}."
YNL217W	-0.236269074	6.719914244	0.05915877	0.097769533	Putative metallophosphoesterase YNL217W (EC 3.1.-.-)	YHI9 YHR029C	
YGR161C-D	-0.418494928	3.553094678	0.059271788	0.097929424	Transposon Ty1-GR3 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	YJL152W J0628	
YOR020C	0.913580236	9.794780339	0.059314869	0.09797371	"10 kDa heat shock protein, mitochondrial (HSP10) (10 kDa chaperonin)"	SFM1 YOR021C OR26.11	FUNCTION: S-adenosyl-L-methionine-dependent protein-arginine N-methyltransferase that monomethylates ribosomal protein S3 (RPS3) at 'Arg-146'. {ECO:0000269|PubMed:22650761}.
YKL065W-A	0.771547065	2.433622127	0.05953179	0.098305033	Uncharacterized protein YKL065W-A	YPT10 YBR264C YBR1733	"FUNCTION: Protein transport. Probably involved in vesicular traffic (By similarity). Specifically binds guanine nucleotides. {ECO:0000250, ECO:0000269|PubMed:10394895}."
YNR039C	0.254579003	6.684151346	0.059924927	0.09892708	Protein ZRG17 (Zinc-regulated gene 17 protein)	COS10 YNR075W N3820	
YCR052W	0.237361027	6.954109596	0.060150696	0.099272564	Chromatin structure-remodeling complex protein RSC6 (Remodel the structure of chromatin complex subunit 6)	RSR1 BUD1 YGR152C G6658	"FUNCTION: Involved in development of cell polarity during the cell division cycle, and essential for bud emergence. RSR1 and CDC24 interact functionally and perhaps physically."
YDL003W	-0.38189858	8.018278191	0.060296738	0.099486312	Sister chromatid cohesion protein 1	BAP2 YBR068C YBR0629	"FUNCTION: Permease for leucine, valine and isoleucine. Also transports cysteine, methionine, phenyalanine, tyrosine and tryptophan. {ECO:0000269|PubMed:10467005, ECO:0000269|PubMed:10654085}."
YPR128C	0.236222201	6.211118847	0.060540382	0.099860937	Peroxisomal adenine nucleotide transporter 1	GLE1 BRR3 RSS1 YDL207W D1049	"FUNCTION: Functions as a component of the nuclear pore complex (NPC). NPC components, collectively referred to as nucleoporins (NUPs), can play the role of both NPC structural components and of docking or interaction partners for transiently associated nuclear transport factors. It is specifically involved in a terminal step of poly(A)+ mRNA transport through the NPC probably by binding the ATP-dependent RNA helicase DBP5 and GFD1 at the cytoplasmic side of the NPC. These interactions are thought to be important for the dissociation of transport proteins such as the heterogeneous nuclear ribonucleoprotein (hnRNP) NAB2 from exported mRNA. {ECO:0000269|PubMed:10523319, ECO:0000269|PubMed:10610322, ECO:0000269|PubMed:10684247, ECO:0000269|PubMed:11336711, ECO:0000269|PubMed:15208322}."
YKL103C	1.06644671	8.137987139	0.060603709	0.099922876	Vacuolar aminopeptidase 1 (EC 3.4.11.22) (Aminopeptidase yscI) (Leucine aminopeptidase IV) (LAPIV) (Lysosomal aminopeptidase III) (Polypeptidase) (Vacuolar aminopeptidase I)	RPC19 YNL113W N1937	"FUNCTION: DNA-dependent RNA polymerases catalyze the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Common core component of RNA polymerases I and III which synthesize ribosomal RNA precursors and small RNAs, such as 5S rRNA and tRNAs, respectively. {ECO:0000269|PubMed:18160037, ECO:0000269|PubMed:24153182, ECO:0000269|PubMed:24153184}."
YGL001C	0.282710303	7.582445367	0.060611135	0.099922876	"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (EC 1.1.1.170)"	YGR025W	
YKL168C	0.295923426	6.031816403	0.060829273	0.100255037	Probable serine/threonine-protein kinase KKQ8 (EC 2.7.11.1)	TGL5 STC2 YOR081C YOR29-32 YOR2964C	FUNCTION: Releases specific fatty acids from neutral lipid triacylglycerols (TAG) thereby supplying fatty acids to a general acylation process. May have a specific role in sporulation. {ECO:0000269|PubMed:16135509}.
YGR029W	-0.363000965	6.557381365	0.061018367	0.10053916	Mitochondrial FAD-linked sulfhydryl oxidase ERV1 (EC 1.8.3.2) (14 kDa regulatory protein) (Essential for respiration and vegetative growth protein 1)	SEC6 YIL068C	FUNCTION: Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane.
YPR145W	-0.479400594	9.846008925	0.061178093	0.100774751	Asparagine synthetase [glutamine-hydrolyzing] 1 (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase 1)	GPR1 YDL035C	FUNCTION: Seems to associate with GPA2 and act as G protein-coupled receptor that senses glucose and controls filamentous growth. It acts upstream of adenylate cyclase and is required for glucose activation of cAMP synthesis in concert with a glucose phosphorylation-dependent mechanism.
YNL023C	-0.242998571	6.537786338	0.061286221	0.100925243	FKBP12-associated protein 1	MRP17 YKL003C	"FUNCTION: Component of the mitochondrial ribosome (mitoribosome), a dedicated translation machinery responsible for the synthesis of mitochondrial genome-encoded proteins, including at least some of the essential transmembrane subunits of the mitochondrial respiratory chain. The mitoribosomes are attached to the mitochondrial inner membrane and translation products are cotranslationally integrated into the membrane. {ECO:0000305|PubMed:25609543, ECO:0000305|PubMed:28154081}."
YNL323W	0.238248472	6.717438157	0.061307619	0.100932866	Alkylphosphocholine resistance protein LEM3 (Brefeldin-A sensitivity protein 3) (Ro-sensitive 3)	CAR1 YPL111W LPH15W	
