Orthogroup	A_s288c	B_s288c
OG0004081	Q3E825 YL307_YEAST Uncharacterized protein YLR307C-A GN=YLR307C-A PE=4 SV=1	Q3E825 YL307_YEAST Uncharacterized protein YLR307C-A GN=YLR307C-A PE=4 SV=1
OG0004082	Q06493 YLH47_YEAST LETM1 domain-containing protein YLH47_ mitochondrial GN=YLH47 PE=1 SV=1	Q06493 YLH47_YEAST LETM1 domain-containing protein YLH47_ mitochondrial GN=YLH47 PE=1 SV=1
OG0004083	Q04336 YM54_YEAST Uncharacterized protein YMR196W GN=YMR196W PE=1 SV=1	Q04336 YM54_YEAST Uncharacterized protein YMR196W GN=YMR196W PE=1 SV=1
OG0004084	Q12486 YOR31_YEAST Putative uncharacterized hydrolase YOR131C GN=YOR131C PE=1 SV=1	Q12486 YOR31_YEAST Putative uncharacterized hydrolase YOR131C GN=YOR131C PE=1 SV=1
OG0004085	Q12179 YP245_YEAST Uncharacterized protein YPL245W GN=YPL245W PE=1 SV=1	Q12179 YP245_YEAST Uncharacterized protein YPL245W GN=YPL245W PE=1 SV=1
OG0004086	O13585 YP089_YEAST Dilute domain-containing protein YPR089W GN=YPR089W PE=1 SV=2	O13585 YP089_YEAST Dilute domain-containing protein YPR089W GN=YPR089W PE=1 SV=2
OG0004087	Q12152 YP150_YEAST Putative serine/threonine-protein kinase YPL150W GN=YPL150W PE=1 SV=1	Q12152 YP150_YEAST Putative serine/threonine-protein kinase YPL150W GN=YPL150W PE=1 SV=1
OG0004088	Q8TGQ7 YP159_YEAST Uncharacterized protein YPR159C-A GN=YPR159C-A PE=4 SV=1	Q8TGQ7 YP159_YEAST Uncharacterized protein YPR159C-A GN=YPR159C-A PE=4 SV=1
OG0004089	Q12042 YP162_YEAST Vacuolar membrane protein YPL162C GN=YPL162C PE=1 SV=1	Q12042 YP162_YEAST Vacuolar membrane protein YPL162C GN=YPL162C PE=1 SV=1
OG0004090	Q06325 YPS7_YEAST Aspartic proteinase yapsin-7 GN=YPS7 PE=1 SV=1	Q06325 YPS7_YEAST Aspartic proteinase yapsin-7 GN=YPS7 PE=1 SV=1
OG0004091	P38146 YPT10_YEAST GTP-binding protein YPT10 GN=YPT10 PE=1 SV=2	P38146 YPT10_YEAST GTP-binding protein YPT10 GN=YPT10 PE=1 SV=2
OG0004092	Q06328 YPQ2_YEAST Probable vacuolar amino acid transporter YPQ2 GN=YPQ2 PE=1 SV=1	Q06328 YPQ2_YEAST Probable vacuolar amino acid transporter YPQ2 GN=YPQ2 PE=1 SV=1
OG0004093	P51996 YPT32_YEAST GTP-binding protein YPT32/YPT11 GN=YPT32 PE=1 SV=3	P51996 YPT32_YEAST GTP-binding protein YPT32/YPT11 GN=YPT32 PE=1 SV=3
OG0004094	P38280 YSW1_YEAST Spore-specific protein YSW1 GN=YSW1 PE=1 SV=1	P38280 YSW1_YEAST Spore-specific protein YSW1 GN=YSW1 PE=1 SV=1
OG0004095	Q06102 YTH1_YEAST mRNA 3'-end-processing protein YTH1 GN=YTH1 PE=1 SV=1	Q06102 YTH1_YEAST mRNA 3'-end-processing protein YTH1 GN=YTH1 PE=1 SV=1
OG0004096	Q3E787 YC095_YEAST Putative uncharacterized protein YCR095W-A GN=YCR095W-A PE=4 SV=1	Q3E787 YC095_YEAST Putative uncharacterized protein YCR095W-A GN=YCR095W-A PE=4 SV=1
OG0004097	Q3E819 YC108_YEAST Uncharacterized protein YCR108C GN=YCR108C PE=4 SV=1	Q3E819 YC108_YEAST Uncharacterized protein YCR108C GN=YCR108C PE=4 SV=1
OG0004098	P37263 YC16_YEAST UPF0743 protein YCR087C-A GN=YCR087C-A PE=1 SV=1	P37263 YC16_YEAST UPF0743 protein YCR087C-A GN=YCR087C-A PE=1 SV=1
OG0004099	P38277 YBY8_YEAST Uncharacterized protein YBR138C GN=YBR138C PE=1 SV=2	P38277 YBY8_YEAST Uncharacterized protein YBR138C GN=YBR138C PE=1 SV=2
OG0004100	Q07454 YD073_YEAST UPF0592 protein YDL073W GN=YDL073W PE=1 SV=1	Q07454 YD073_YEAST UPF0592 protein YDL073W GN=YDL073W PE=1 SV=1
OG0004101	Q07530 YD114_YEAST Uncharacterized oxidoreductase YDL114W GN=YDL114W PE=3 SV=1	Q07530 YD114_YEAST Uncharacterized oxidoreductase YDL114W GN=YDL114W PE=3 SV=1
OG0004102	Q12111 YD029_YEAST Uncharacterized protein YDR029W GN=YDR029W PE=4 SV=1	Q12111 YD029_YEAST Uncharacterized protein YDR029W GN=YDR029W PE=4 SV=1
OG0004103	Q3E6R4 YD24B_YEAST Uncharacterized protein YDR524C-B GN=YDR524C-B PE=3 SV=1	Q3E6R4 YD24B_YEAST Uncharacterized protein YDR524C-B GN=YDR524C-B PE=3 SV=1
OG0004104	P39974 YEI3_YEAST Uncharacterized protein YEL073C GN=YEL073C PE=4 SV=1	P39974 YEI3_YEAST Uncharacterized protein YEL073C GN=YEL073C PE=4 SV=1
OG0004105	P0C5M9 YF009_YEAST Uncharacterized protein YFR009W-A GN=YFR009W-A PE=1 SV=1	P0C5M9 YF009_YEAST Uncharacterized protein YFR009W-A GN=YFR009W-A PE=1 SV=1
OG0004106	P38733 YHD7_YEAST Uncharacterized protein YHL037C GN=YHL037C PE=3 SV=2	P38733 YHD7_YEAST Uncharacterized protein YHL037C GN=YHL037C PE=3 SV=2
OG0004107	P0CX93 YH21D_YEAST Uncharacterized protein YHR214C-D GN=YHR214C-D PE=4 SV=1	P0CX93 YH21D_YEAST Uncharacterized protein YHR214C-D GN=YHR214C-D PE=4 SV=1
OG0004108	P38809 YHP7_YEAST Uncharacterized protein YHR097C GN=YHR097C PE=1 SV=1	P38809 YHP7_YEAST Uncharacterized protein YHR097C GN=YHR097C PE=1 SV=1
OG0004109	Q3E739 YI021_YEAST Uncharacterized protein YIR021W-A GN=YIR021W-A PE=1 SV=1	Q3E739 YI021_YEAST Uncharacterized protein YIR021W-A GN=YIR021W-A PE=1 SV=1
OG0004110	Q06139 YL346_YEAST Uncharacterized protein YLR346C_ mitochondrial GN=YLR346C PE=1 SV=1	Q06139 YL346_YEAST Uncharacterized protein YLR346C_ mitochondrial GN=YLR346C PE=1 SV=1
OG0004111	Q06204 YL446_YEAST Putative hexokinase YLR446W GN=YLR446W PE=3 SV=1	Q06204 YL446_YEAST Putative hexokinase YLR446W GN=YLR446W PE=3 SV=1
OG0004112	Q06188 YL455_YEAST PWWP domain-containing protein YLR455W GN=YLR455W PE=1 SV=1	Q06188 YL455_YEAST PWWP domain-containing protein YLR455W GN=YLR455W PE=1 SV=1
OG0004113	Q03559 YM8V_YEAST Uncharacterized protein YMR295C GN=YMR295C PE=1 SV=1	Q03559 YM8V_YEAST Uncharacterized protein YMR295C GN=YMR295C PE=1 SV=1
OG0004114	Q04867 YM91_YEAST Putative methyltransferase YMR310C GN=YMR310C PE=1 SV=1	Q04867 YM91_YEAST Putative methyltransferase YMR310C GN=YMR310C PE=1 SV=1
OG0004115	Q03722 YMC0_YEAST Uncharacterized protein YML020W GN=YML020W PE=1 SV=1	Q03722 YMC0_YEAST Uncharacterized protein YML020W GN=YML020W PE=1 SV=1
OG0004116	Q03759 YMK8_YEAST Uncharacterized protein YML108W GN=YML108W PE=1 SV=1	Q03759 YMK8_YEAST Uncharacterized protein YML108W GN=YML108W PE=1 SV=1
OG0004117	P32331 YMC1_YEAST Mitochondrial glycine transporter YMC1 GN=YMC1 PE=1 SV=2	P32331 YMC1_YEAST Mitochondrial glycine transporter YMC1 GN=YMC1 PE=1 SV=2
OG0004118	Q04018 YM79_YEAST Uncharacterized protein YMR244W GN=YMR244W PE=3 SV=1	Q04018 YM79_YEAST Uncharacterized protein YMR244W GN=YMR244W PE=3 SV=1
OG0004119	Q3E767 YN67B_YEAST Uncharacterized protein YNL067W-B GN=YNL067W-B PE=1 SV=1	Q3E767 YN67B_YEAST Uncharacterized protein YNL067W-B GN=YNL067W-B PE=1 SV=1
OG0004120	Q03697 YMD8_YEAST Putative nucleotide-sugar transporter YMD8 GN=YMD8 PE=1 SV=1	Q03697 YMD8_YEAST Putative nucleotide-sugar transporter YMD8 GN=YMD8 PE=1 SV=1
OG0004121	Q3E7Z2 YN042_YEAST Uncharacterized protein YNL042W-B GN=YNL042W-B PE=1 SV=1	Q3E7Z2 YN042_YEAST Uncharacterized protein YNL042W-B GN=YNL042W-B PE=1 SV=1
OG0004122	P53748 YN91_YEAST Uncharacterized membrane protein YNR062C GN=YNR062C PE=1 SV=1	P53748 YN91_YEAST Uncharacterized membrane protein YNR062C GN=YNR062C PE=1 SV=1
OG0004123	P38806 YNG2_YEAST Chromatin modification-related protein YNG2 GN=YNG2 PE=1 SV=1	P38806 YNG2_YEAST Chromatin modification-related protein YNG2 GN=YNG2 PE=1 SV=1
OG0004124	Q99326 YO338_YEAST SWIRM domain-containing protein YOR338W GN=YOR338W PE=1 SV=1	Q99326 YO338_YEAST SWIRM domain-containing protein YOR338W GN=YOR338W PE=1 SV=1
OG0004125	Q12182 YO342_YEAST Uncharacterized protein YOR342C GN=YOR342C PE=1 SV=1	Q12182 YO342_YEAST Uncharacterized protein YOR342C GN=YOR342C PE=1 SV=1
OG0004126	Q12484 YO343_YEAST Uncharacterized protein YOR343C GN=YOR343C PE=4 SV=1	Q12484 YO343_YEAST Uncharacterized protein YOR343C GN=YOR343C PE=4 SV=1
OG0004127	Q08270 YO131_YEAST Uncharacterized protein YOL131W GN=YOL131W PE=2 SV=1	Q08270 YO131_YEAST Uncharacterized protein YOL131W GN=YOL131W PE=2 SV=1
OG0004128	Q08206 YO036_YEAST Uncharacterized protein YOL036W GN=YOL036W PE=1 SV=1	Q08206 YO036_YEAST Uncharacterized protein YOL036W GN=YOL036W PE=1 SV=1
OG0004129	Q3E7Z9 YO038_YEAST Uncharacterized protein YOL038C-A GN=YOL038C-A PE=4 SV=1	Q3E7Z9 YO038_YEAST Uncharacterized protein YOL038C-A GN=YOL038C-A PE=4 SV=1
OG0004130	Q3E7Y8 YO155_YEAST Uncharacterized protein YOL155W-A GN=YOL155W-A PE=1 SV=1	Q3E7Y8 YO155_YEAST Uncharacterized protein YOL155W-A GN=YOL155W-A PE=1 SV=1
OG0004131	Q08300 YO159_YEAST Uncharacterized protein YOL159C GN=YOL159C PE=4 SV=1	Q08300 YO159_YEAST Uncharacterized protein YOL159C GN=YOL159C PE=4 SV=1
OG0004132	Q08743 YO292_YEAST Vacuolar membrane protein YOR292C GN=YOR292C PE=1 SV=1	Q08743 YO292_YEAST Vacuolar membrane protein YOR292C GN=YOR292C PE=1 SV=1
OG0004133	Q3E7Y7 YO293_YEAST Uncharacterized protein YOR293C-A GN=YOR293C-A PE=1 SV=1	Q3E7Y7 YO293_YEAST Uncharacterized protein YOR293C-A GN=YOR293C-A PE=1 SV=1
OG0004134	Q08748 YO296_YEAST Uncharacterized protein YOR296W GN=YOR296W PE=1 SV=1	Q08748 YO296_YEAST Uncharacterized protein YOR296W GN=YOR296W PE=1 SV=1
OG0004135	P53049 YOR1_YEAST Oligomycin resistance ATP-dependent permease YOR1 GN=YOR1 PE=1 SV=1	P53049 YOR1_YEAST Oligomycin resistance ATP-dependent permease YOR1 GN=YOR1 PE=1 SV=1
OG0004136	Q02981 YP109_YEAST ABC1 family protein YPL109C_ mitochondrial GN=YPL109C PE=1 SV=2	Q02981 YP109_YEAST ABC1 family protein YPL109C_ mitochondrial GN=YPL109C PE=1 SV=2
OG0004137	Q12531 YP015_YEAST Zinc finger protein YPR015C GN=YPR015C PE=4 SV=1	Q12531 YP015_YEAST Zinc finger protein YPR015C GN=YPR015C PE=4 SV=1
OG0004138	Q03083 YP034_YEAST Uncharacterized protein YPL034W GN=YPL034W PE=4 SV=1	Q03083 YP034_YEAST Uncharacterized protein YPL034W GN=YPL034W PE=4 SV=1
OG0004139	Q12194 YP066_YEAST Uncharacterized protein YPL066W GN=YPL066W PE=1 SV=1	Q12194 YP066_YEAST Uncharacterized protein YPL066W GN=YPL066W PE=1 SV=1
OG0004140	Q08990 YP278_YEAST Putative uncharacterized protein YPL278C GN=YPL278C PE=5 SV=1	Q08990 YP278_YEAST Putative uncharacterized protein YPL278C GN=YPL278C PE=5 SV=1
OG0004141	Q06813 YP078_YEAST Uncharacterized protein YPR078C GN=YPR078C PE=4 SV=1	Q06813 YP078_YEAST Uncharacterized protein YPR078C GN=YPR078C PE=4 SV=1
OG0004142	Q8TGR9 YP152_YEAST Uncharacterized protein YPL152W-A GN=YPL152W-A PE=4 SV=1	Q8TGR9 YP152_YEAST Uncharacterized protein YPL152W-A GN=YPL152W-A PE=4 SV=1
OG0004143	Q12340 YRM1_YEAST Zinc finger transcription factor YRM1 GN=YRM1 PE=1 SV=1	Q12340 YRM1_YEAST Zinc finger transcription factor YRM1 GN=YRM1 PE=1 SV=1
OG0004144	Q06681 YSP2_YEAST Membrane-anchored lipid-binding protein YSP2 GN=YSP2 PE=1 SV=1	Q06681 YSP2_YEAST Membrane-anchored lipid-binding protein YSP2 GN=YSP2 PE=1 SV=1
OG0004145	Q03482 YD210_YEAST Cysteine-rich and transmembrane domain-containing protein YDR210W GN=YDR210W PE=1 SV=1	Q03482 YD210_YEAST Cysteine-rich and transmembrane domain-containing protein YDR210W GN=YDR210W PE=1 SV=1
OG0004146	Q07589 YD144_YEAST Uncharacterized protein YDL144C GN=YDL144C PE=1 SV=2	Q07589 YD144_YEAST Uncharacterized protein YDL144C GN=YDL144C PE=1 SV=2
OG0004147	Q3E763 YD246_YEAST Uncharacterized protein YDR246W-A GN=YDR246W-A PE=3 SV=1	Q3E763 YD246_YEAST Uncharacterized protein YDR246W-A GN=YDR246W-A PE=3 SV=1
OG0004148	P39994 YEC0_YEAST Putative 2-hydroxyacyl-CoA lyase GN=YEL020C PE=1 SV=1	P39994 YEC0_YEAST Putative 2-hydroxyacyl-CoA lyase GN=YEL020C PE=1 SV=1
OG0004149	P39992 YEC3_YEAST Uncharacterized protein YEL023C GN=YEL023C PE=4 SV=1	P39992 YEC3_YEAST Uncharacterized protein YEL023C GN=YEL023C PE=4 SV=1
OG0004150	P0C5M0 YD320_YEAST Uncharacterized protein YDR320W-B GN=YDR320W-B PE=1 SV=1	P0C5M0 YD320_YEAST Uncharacterized protein YDR320W-B GN=YDR320W-B PE=1 SV=1
OG0004151	Q05497 YD338_YEAST Uncharacterized transporter YDR338C GN=YDR338C PE=1 SV=1	Q05497 YD338_YEAST Uncharacterized transporter YDR338C GN=YDR338C PE=1 SV=1
OG0004152	Q3E817 YF041_YEAST Uncharacterized protein YFL041W-A GN=YFL041W-A PE=4 SV=1	Q3E817 YF041_YEAST Uncharacterized protein YFL041W-A GN=YFL041W-A PE=4 SV=1
OG0004153	Q12222 YGK3_YEAST Glycogen synthase kinase-3 homolog YGK3 GN=YGK3 PE=1 SV=1	Q12222 YGK3_YEAST Glycogen synthase kinase-3 homolog YGK3 GN=YGK3 PE=1 SV=1
OG0004154	P53132 YGL8_YEAST Uncharacterized protein YGL118C GN=YGL118C PE=4 SV=1	P53132 YGL8_YEAST Uncharacterized protein YGL118C GN=YGL118C PE=4 SV=1
OG0004155	Q3E815 YH175_YEAST Uncharacterized membrane protein YHR175W-A GN=YHR175W-A PE=4 SV=1	Q3E815 YH175_YEAST Uncharacterized membrane protein YHR175W-A GN=YHR175W-A PE=4 SV=1
OG0004156	Q8TGK1 YH21B_YEAST Uncharacterized protein YHR213W-B GN=YHR213W-B PE=2 SV=1	Q8TGK1 YH21B_YEAST Uncharacterized protein YHR213W-B GN=YHR213W-B PE=2 SV=1
OG0004157	P38616 YGP1_YEAST Protein YGP1 GN=YGP1 PE=1 SV=2	P38616 YGP1_YEAST Protein YGP1 GN=YGP1 PE=1 SV=2
OG0004158	P40556 YIA6_YEAST Mitochondrial nicotinamide adenine dinucleotide transporter 1 GN=YIA6 PE=1 SV=1	P40556 YIA6_YEAST Mitochondrial nicotinamide adenine dinucleotide transporter 1 GN=YIA6 PE=1 SV=1
OG0004159	P38730 YHE1_YEAST Uncharacterized protein YHL041W GN=YHL041W PE=4 SV=1	P38730 YHE1_YEAST Uncharacterized protein YHL041W GN=YHL041W PE=4 SV=1
OG0004160	P47162 YJ98_YEAST Uncharacterized protein YJR128W GN=YJR128W PE=4 SV=1	P47162 YJ98_YEAST Uncharacterized protein YJR128W GN=YJR128W PE=4 SV=1
OG0004161	P47181 YJ9S_YEAST Uncharacterized protein YJR154W GN=YJR154W PE=1 SV=1	P47181 YJ9S_YEAST Uncharacterized protein YJR154W GN=YJR154W PE=1 SV=1
OG0004162	Q07927 YL012_YEAST Uncharacterized protein YLR012C GN=YLR012C PE=4 SV=2	Q07927 YL012_YEAST Uncharacterized protein YLR012C GN=YLR012C PE=4 SV=2
OG0004163	Q12288 YL126_YEAST Putative glutamine amidotransferase YLR126C GN=YLR126C PE=1 SV=1	Q12288 YL126_YEAST Putative glutamine amidotransferase YLR126C GN=YLR126C PE=1 SV=1
OG0004164	Q7LIF2 YL365_YEAST Uncharacterized protein YLR365W GN=YLR365W PE=4 SV=1	Q7LIF2 YL365_YEAST Uncharacterized protein YLR365W GN=YLR365W PE=4 SV=1
OG0004165	Q03236 YM49_YEAST Uncharacterized protein YMR187C GN=YMR187C PE=4 SV=1	Q03236 YM49_YEAST Uncharacterized protein YMR187C GN=YMR187C PE=4 SV=1
OG0004166	Q04223 YM14_YEAST Uncharacterized protein YMR130W GN=YMR130W PE=3 SV=1	Q04223 YM14_YEAST Uncharacterized protein YMR130W GN=YMR130W PE=3 SV=1
OG0004167	Q12138 YL125_YEAST Putative uncharacterized protein YLR125W GN=YLR125W PE=4 SV=1	Q12138 YL125_YEAST Putative uncharacterized protein YLR125W GN=YLR125W PE=4 SV=1
OG0004168	P36111 YKZ5_YEAST Uncharacterized protein YKR015C GN=YKR015C PE=4 SV=1	P36111 YKZ5_YEAST Uncharacterized protein YKR015C GN=YKR015C PE=4 SV=1
OG0004169	Q04773 YMW4_YEAST Uncharacterized protein YMR074C GN=YMR074C PE=1 SV=1	Q04773 YMW4_YEAST Uncharacterized protein YMR074C GN=YMR074C PE=1 SV=1
OG0004170	Q06070 YL407_YEAST Uncharacterized protein YLR407W GN=YLR407W PE=1 SV=2	Q06070 YL407_YEAST Uncharacterized protein YLR407W GN=YLR407W PE=1 SV=2
OG0004171	Q06689 YL413_YEAST Cell membrane protein YLR413W GN=YLR413W PE=1 SV=1	Q06689 YL413_YEAST Cell membrane protein YLR413W GN=YLR413W PE=1 SV=1
OG0004172	Q03695 YM58_YEAST Uncharacterized protein YMR206W GN=YMR206W PE=4 SV=1	Q03695 YM58_YEAST Uncharacterized protein YMR206W GN=YMR206W PE=4 SV=1
OG0004173	Q03102 YMN1_YEAST Uncharacterized membrane protein YML131W GN=YML131W PE=1 SV=1	Q03102 YMN1_YEAST Uncharacterized membrane protein YML131W GN=YML131W PE=1 SV=1
OG0004174	Q05016 YM71_YEAST NADP-dependent 3-hydroxy acid dehydrogenase GN=YMR226C PE=1 SV=1	Q05016 YM71_YEAST NADP-dependent 3-hydroxy acid dehydrogenase GN=YMR226C PE=1 SV=1
OG0004175	I2HB70 YM16A_YEAST Uncharacterized protein YMR316C-A GN=YMR316C-A PE=3 SV=1	I2HB70 YM16A_YEAST Uncharacterized protein YMR316C-A GN=YMR316C-A PE=3 SV=1
OG0004176	P53932 YNJ5_YEAST Uncharacterized transporter YNL095C GN=YNL095C PE=1 SV=1	P53932 YNJ5_YEAST Uncharacterized transporter YNL095C GN=YNL095C PE=1 SV=1
OG0004177	P53723 YN8B_YEAST UPF0674 endoplasmic reticulum membrane protein YNR021W GN=YNR021W PE=1 SV=3	P53723 YN8B_YEAST UPF0674 endoplasmic reticulum membrane protein YNR021W GN=YNR021W PE=1 SV=3
OG0004178	P53749 YN92_YEAST Uncharacterized transcriptional regulatory protein YNR063W GN=YNR063W PE=1 SV=1	P53749 YN92_YEAST Uncharacterized transcriptional regulatory protein YNR063W GN=YNR063W PE=1 SV=1
OG0004179	Q08187 YO029_YEAST Uncharacterized protein YOL029C GN=YOL029C PE=1 SV=1	Q08187 YO029_YEAST Uncharacterized protein YOL029C GN=YOL029C PE=1 SV=1
OG0004180	Q8TGS1 YO032_YEAST Uncharacterized protein YOR032W-A GN=YOR032W-A PE=4 SV=1	Q8TGS1 YO032_YEAST Uncharacterized protein YOR032W-A GN=YOR032W-A PE=4 SV=1
OG0004181	Q12274 YOR97_YEAST Uncharacterized protein YOR097C GN=YOR097C PE=1 SV=1	Q12274 YOR97_YEAST Uncharacterized protein YOR097C GN=YOR097C PE=1 SV=1
OG0004182	Q3E834 YOS1_YEAST Protein transport protein YOS1 GN=YOS1 PE=1 SV=1	Q3E834 YOS1_YEAST Protein transport protein YOS1 GN=YOS1 PE=1 SV=1
OG0004183	Q06839 YP097_YEAST PX domain-containing protein YPR097W GN=YPR097W PE=1 SV=2	Q06839 YP097_YEAST PX domain-containing protein YPR097W GN=YPR097W PE=1 SV=2
OG0004184	Q12243 YOR29_YEAST Uncharacterized protein YOR029W GN=YOR029W PE=4 SV=1	Q12243 YOR29_YEAST Uncharacterized protein YOR029W GN=YOR029W PE=4 SV=1
OG0004185	Q08964 YP216_YEAST Putative ISWI chromatin-remodeling complex subunit YPL216W GN=YPL216W PE=1 SV=1	Q08964 YP216_YEAST Putative ISWI chromatin-remodeling complex subunit YPL216W GN=YPL216W PE=1 SV=1
OG0004186	Q12139 YP022_YEAST Zinc finger protein YPR022C GN=YPR022C PE=1 SV=1	Q12139 YP022_YEAST Zinc finger protein YPR022C GN=YPR022C PE=1 SV=1
OG0004187	Q6Q5F3 YP053_YEAST Uncharacterized protein YPR053C GN=YPR053C PE=4 SV=1	Q6Q5F3 YP053_YEAST Uncharacterized protein YPR053C GN=YPR053C PE=4 SV=1
OG0004188	Q02831 YP077_YEAST Uncharacterized protein YPL077C GN=YPL077C PE=1 SV=1	Q02831 YP077_YEAST Uncharacterized protein YPL077C GN=YPL077C PE=1 SV=1
OG0004189	P36018 YPT52_YEAST GTP-binding protein YPT52 GN=YPT52 PE=1 SV=1	P36018 YPT52_YEAST GTP-binding protein YPT52 GN=YPT52 PE=1 SV=1
OG0004190	Q12346 YPR71_YEAST Uncharacterized membrane protein YPR071W GN=YPR071W PE=1 SV=1	Q12346 YPR71_YEAST Uncharacterized membrane protein YPR071W GN=YPR071W PE=1 SV=1
OG0004191	P12688 YPK1_YEAST Serine/threonine-protein kinase YPK1 GN=YPK1 PE=1 SV=2	P12688 YPK1_YEAST Serine/threonine-protein kinase YPK1 GN=YPK1 PE=1 SV=2
OG0004192	P18961 YPK2_YEAST Serine/threonine-protein kinase YPK2/YKR2 GN=YPK2 PE=1 SV=1	P18961 YPK2_YEAST Serine/threonine-protein kinase YPK2/YKR2 GN=YPK2 PE=1 SV=1
OG0004193	P48559 YPT11_YEAST GTP-binding protein YPT11 GN=YPT11 PE=1 SV=2	P48559 YPT11_YEAST GTP-binding protein YPT11 GN=YPT11 PE=1 SV=2
OG0004194	P01123 YPT1_YEAST GTP-binding protein YPT1 GN=YPT1 PE=1 SV=2	P01123 YPT1_YEAST GTP-binding protein YPT1 GN=YPT1 PE=1 SV=2
OG0004195	Q3E7B3 YPR08_YEAST Uncharacterized protein YPR108W-A GN=YPR108W-A PE=4 SV=1	Q3E7B3 YPR08_YEAST Uncharacterized protein YPR108W-A GN=YPR108W-A PE=4 SV=1
OG0004196	Q6B0W2 YPR14_YEAST Uncharacterized protein YPR014C GN=YPR014C PE=4 SV=1	Q6B0W2 YPR14_YEAST Uncharacterized protein YPR014C GN=YPR014C PE=4 SV=1
OG0004197	Q12159 YRA1_YEAST RNA annealing protein YRA1 GN=YRA1 PE=1 SV=2	Q12159 YRA1_YEAST RNA annealing protein YRA1 GN=YRA1 PE=1 SV=2
OG0004198	P25036 YSP3_YEAST Subtilisin-like protease 3 GN=YSP3 PE=2 SV=2	P25036 YSP3_YEAST Subtilisin-like protease 3 GN=YSP3 PE=2 SV=2
OG0004199	P0C1Z1 YD24C_YEAST Uncharacterized protein YDR524W-C GN=YDR524W-C PE=4 SV=1	P0C1Z1 YD24C_YEAST Uncharacterized protein YDR524W-C GN=YDR524W-C PE=4 SV=1
OG0004200	P39983 YEG7_YEAST Uncharacterized protein YEL057C GN=YEL057C PE=4 SV=1	P39983 YEG7_YEAST Uncharacterized protein YEL057C GN=YEL057C PE=4 SV=1
OG0004201	Q05530 YD286_YEAST Glutaredoxin-like protein YDR286C GN=YDR286C PE=3 SV=1	Q05530 YD286_YEAST Glutaredoxin-like protein YDR286C GN=YDR286C PE=3 SV=1
OG0004202	P39978 YEH7_YEAST Uncharacterized protein YEL067C GN=YEL067C PE=4 SV=1	P39978 YEH7_YEAST Uncharacterized protein YEL067C GN=YEL067C PE=4 SV=1
OG0004203	P40058 YER5_YEAST Uncharacterized protein YER085C GN=YER085C PE=4 SV=1	P40058 YER5_YEAST Uncharacterized protein YER085C GN=YER085C PE=4 SV=1
OG0004204	Q04210 YET2_YEAST Endoplasmic reticulum transmembrane protein 2 GN=YET2 PE=1 SV=1	Q04210 YET2_YEAST Endoplasmic reticulum transmembrane protein 2 GN=YET2 PE=1 SV=1
OG0004205	Q12331 YFAS1_YEAST FAS1 domain-containing protein YDR262W GN=YDR262W PE=1 SV=1	Q12331 YFAS1_YEAST FAS1 domain-containing protein YDR262W GN=YDR262W PE=1 SV=1
OG0004206	P25349 YCP4_YEAST Flavoprotein-like protein YCP4 GN=YCP4 PE=1 SV=1	P25349 YCP4_YEAST Flavoprotein-like protein YCP4 GN=YCP4 PE=1 SV=1
OG0004207	P39959 YEW0_YEAST Zinc finger protein YER130C GN=YER130C PE=4 SV=2	P39959 YEW0_YEAST Zinc finger protein YER130C GN=YER130C PE=4 SV=2
OG0004208	P53275 YG37_YEAST Uncharacterized protein YGR127W GN=YGR127W PE=1 SV=1	P53275 YG37_YEAST Uncharacterized protein YGR127W GN=YGR127W PE=1 SV=1
OG0004209	P53278 YG3A_YEAST Uncharacterized protein YGR130C GN=YGR130C PE=1 SV=1	P53278 YG3A_YEAST Uncharacterized protein YGR130C GN=YGR130C PE=1 SV=1
OG0004210	P48236 YG3L_YEAST Uncharacterized membrane protein YGR149W GN=YGR149W PE=1 SV=1	P48236 YG3L_YEAST Uncharacterized membrane protein YGR149W GN=YGR149W PE=1 SV=1
OG0004211	P53291 YG3U_YEAST Uncharacterized protein YGR164W GN=YGR164W PE=4 SV=1	P53291 YG3U_YEAST Uncharacterized protein YGR164W GN=YGR164W PE=4 SV=1
OG0004212	P38887 YH02_YEAST Uncharacterized protein YHR202W GN=YHR202W PE=1 SV=1	P38887 YH02_YEAST Uncharacterized protein YHR202W GN=YHR202W PE=1 SV=1
OG0004213	P53139 YGK8_YEAST Uncharacterized protein YGL108C GN=YGL108C PE=1 SV=1	P53139 YGK8_YEAST Uncharacterized protein YGL108C GN=YGL108C PE=1 SV=1
OG0004214	Q3E746 YH086_YEAST Uncharacterized protein YHR086W-A GN=YHR086W-A PE=4 SV=1	Q3E746 YH086_YEAST Uncharacterized protein YHR086W-A GN=YHR086W-A PE=4 SV=1
OG0004215	P38868 YHY0_YEAST Uncharacterized protein YHR180W GN=YHR180W PE=4 SV=1	P38868 YHY0_YEAST Uncharacterized protein YHR180W GN=YHR180W PE=4 SV=1
OG0004216	P47172 YJ9I_YEAST Uncharacterized protein YJR141W GN=YJR141W PE=4 SV=1	P47172 YJ9I_YEAST Uncharacterized protein YJR141W GN=YJR141W PE=4 SV=1
OG0004217	P40445 YIQ6_YEAST Uncharacterized transporter YIL166C GN=YIL166C PE=1 SV=1	P40445 YIQ6_YEAST Uncharacterized transporter YIL166C GN=YIL166C PE=1 SV=1
