Sequence Name,Annotation GO Term
KMXK0B03550,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0B05550,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0B06760,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0B07630,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0C01750,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0C04610,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0C05940,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0C06480,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0C06920,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0D00730,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0D04570,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0D06320,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0E01500,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0E01620,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0F01400,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0F01650,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0F01730,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0F02520,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0F04670,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0G01470,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0G02940,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0G03600,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0H00890,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0H03160,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0H03230,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0H04100,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0H04390,proteasome-mediated ubiquitin-dependent protein catabolic process
KMXK0A06290,protection from non-homologous end joining at telomere
KMXK0E01440,protection from non-homologous end joining at telomere
KMXK0E06000,protection from non-homologous end joining at telomere
KMXK0E01550,protein arginylation
KMXK0A07790,protein autophosphorylation
KMXK0B01700,protein autophosphorylation
KMXK0C01050,protein autophosphorylation
KMXK0C07180,protein autophosphorylation
KMXK0D00380,protein autophosphorylation
KMXK0D01800,protein autophosphorylation
KMXK0D02940,protein autophosphorylation
KMXK0H01970,protein autophosphorylation
KMXK0A06110,protein autoubiquitination
KMXK0B07220,protein autoubiquitination
KMXK0H04100,protein autoubiquitination
KMXK0F00510,protein biotinylation
KMXK0B05520,protein catabolic process
KMXK0C00550,protein catabolic process
KMXK0D02750,protein catabolic process
KMXK0F03240,protein catabolic process
KMXK0G01580,protein catabolic process
KMXK0A03420,protein catabolic process in the vacuole
KMXK0B01690,protein catabolic process in the vacuole
KMXK0B08360,protein catabolic process in the vacuole
KMXK0C06920,protein catabolic process in the vacuole
KMXK0F00200,protein catabolic process in the vacuole
KMXK0G00380,protein catabolic process in the vacuole
KMXK0G02940,protein catabolic process in the vacuole
KMXK0A00740,protein complex oligomerization
KMXK0C03010,protein complex oligomerization
KMXK0D05590,protein complex oligomerization
KMXK0E01540,protein complex oligomerization
KMXK0E03560,protein complex oligomerization
KMXK0B02260,protein deacetylation
KMXK0D01080,protein deacylation
KMXK0D06170,protein deacylation
KMXK0B02590,protein deglutathionylation
KMXK0F04980,protein deglutathionylation
KMXK0A00470,protein deglycosylation
KMXK0A01340,protein deglycosylation
KMXK0D05340,protein deglycosylation involved in glycoprotein catabolic process
KMXK0E03520,protein demethylation
KMXK0C04920,protein deneddylation
KMXK0E05480,protein deneddylation
KMXK0H02350,protein deneddylation
KMXK0B00290,protein dephosphorylation
KMXK0B01150,protein dephosphorylation
KMXK0B01160,protein dephosphorylation
KMXK0B03150,protein dephosphorylation
KMXK0B03610,protein dephosphorylation
KMXK0C00840,protein dephosphorylation
KMXK0C01870,protein dephosphorylation
KMXK0C03220,protein dephosphorylation
KMXK0D06270,protein dephosphorylation
KMXK0E03570,protein dephosphorylation
KMXK0E05820,protein dephosphorylation
KMXK0E06040,protein dephosphorylation
KMXK0F00650,protein dephosphorylation
KMXK0G02230,protein dephosphorylation
KMXK0G03250,protein dephosphorylation
KMXK0G03510,protein dephosphorylation
KMXK0H01960,protein dephosphorylation
KMXK0H02810,protein dephosphorylation
KMXK0H03730,protein dephosphorylation
KMXK0F01780,protein destabilization
KMXK0B02280,protein desumoylation
KMXK0D03690,protein desumoylation
KMXK0A00630,protein deubiquitination
KMXK0A03100,protein deubiquitination
KMXK0B04420,protein deubiquitination
KMXK0B04540,protein deubiquitination
KMXK0B06240,protein deubiquitination
KMXK0B07500,protein deubiquitination
KMXK0G01190,protein deubiquitination
KMXK0G02110,protein deubiquitination
KMXK0H04390,protein deubiquitination
KMXK0A03130,protein exit from endoplasmic reticulum
KMXK0B06700,protein exit from endoplasmic reticulum
KMXK0C02330,protein exit from endoplasmic reticulum
KMXK0A00230,protein export from nucleus
KMXK0B04600,protein export from nucleus
KMXK0C04220,protein export from nucleus
KMXK0C07080,protein export from nucleus
KMXK0D02650,protein export from nucleus
KMXK0E05090,protein export from nucleus
KMXK0F05110,protein export from nucleus
KMXK0H03750,protein export from nucleus
KMXK0B04030,protein farnesylation
KMXK0F04230,protein farnesylation
KMXK0A02160,protein folding
KMXK0A02250,protein folding
KMXK0A03730,protein folding
KMXK0A04130,protein folding
KMXK0A04590,protein folding
KMXK0A04890,protein folding
KMXK0A05560,protein folding
KMXK0A06520,protein folding
KMXK0A07800,protein folding
KMXK0A08030,protein folding
KMXK0A08060,protein folding
KMXK0B02200,protein folding
KMXK0B04700,protein folding
KMXK0B04910,protein folding
KMXK0B06780,protein folding
KMXK0B06820,protein folding
KMXK0B07150,protein folding
KMXK0B07580,protein folding
KMXK0B07750,protein folding
KMXK0C00520,protein folding
KMXK0C03440,protein folding
KMXK0C03810,protein folding
KMXK0C04360,protein folding
KMXK0C04930,protein folding
KMXK0C05600,protein folding
KMXK0C06000,protein folding
KMXK0C06960,protein folding
KMXK0C07270,protein folding
KMXK0D00700,protein folding
KMXK0D01520,protein folding
KMXK0D01640,protein folding
KMXK0D02570,protein folding
KMXK0D03060,protein folding
KMXK0D03860,protein folding
KMXK0D03960,protein folding
KMXK0D04230,protein folding
KMXK0D04660,protein folding
KMXK0D05450,protein folding
KMXK0D05890,protein folding
KMXK0E00200,protein folding
KMXK0E01340,protein folding
KMXK0E01540,protein folding
KMXK0E03180,protein folding
KMXK0E03970,protein folding
KMXK0E04870,protein folding
KMXK0E05050,protein folding
KMXK0E05550,protein folding
KMXK0E05630,protein folding
KMXK0F00490,protein folding
KMXK0F01460,protein folding
KMXK0F02760,protein folding
KMXK0F04880,protein folding
KMXK0F05250,protein folding
KMXK0F05600,protein folding
KMXK0G00620,protein folding
KMXK0G01920,protein folding
KMXK0G02890,protein folding
KMXK0G03730,protein folding
KMXK0H02020,protein folding
KMXK0A05410,protein folding in endoplasmic reticulum
KMXK0A07540,protein folding in endoplasmic reticulum
KMXK0A08050,protein folding in endoplasmic reticulum
KMXK0C01360,protein folding in endoplasmic reticulum
KMXK0C06990,protein folding in endoplasmic reticulum
KMXK0D01210,protein folding in endoplasmic reticulum
KMXK0D03730,protein folding in endoplasmic reticulum
KMXK0H01130,protein folding in endoplasmic reticulum
KMXK0B05150,protein geranylgeranylation
KMXK0B07110,protein geranylgeranylation
KMXK0B08430,protein geranylgeranylation
KMXK0F04230,protein geranylgeranylation
KMXK0G01150,protein geranylgeranylation
KMXK0A00540,protein glutathionylation
KMXK0A03710,protein glycosylation
KMXK0B00200,protein glycosylation
KMXK0C00980,protein glycosylation
KMXK0C02790,protein glycosylation
KMXK0C03130,protein glycosylation
KMXK0C03730,protein glycosylation
KMXK0D05660,protein glycosylation
KMXK0E01120,protein glycosylation
KMXK0E03860,protein glycosylation
KMXK0E03890,protein glycosylation
KMXK0E06050,protein glycosylation
KMXK0F00580,protein glycosylation
KMXK0F03030,protein glycosylation
KMXK0F04340,protein glycosylation
KMXK0G00720,protein glycosylation
KMXK0G00750,protein glycosylation
KMXK0G01250,protein glycosylation
KMXK0G01600,protein glycosylation
KMXK0G02140,protein glycosylation
KMXK0G03830,protein glycosylation
KMXK0H00790,protein glycosylation
KMXK0H02000,protein glycosylation
KMXK0H02420,protein glycosylation
KMXK0B00460,protein homooligomerization
KMXK0B01220,protein homooligomerization
KMXK0D02000,protein homooligomerization
KMXK0F02790,protein homooligomerization
KMXK0H02370,protein homooligomerization
KMXK0H02780,protein homooligomerization
KMXK0A01080,protein import into mitochondrial inner membrane
KMXK0B04460,protein import into mitochondrial inner membrane
KMXK0C02090,protein import into mitochondrial inner membrane
