W29 Uniprot	Annotation GO ID	Annotation GO Term	Annotation GO Category
A0A1D8N4P5	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N4P5	GO:0016311	dephosphorylation	Biological Process
A0A1D8N4P5	GO:0032049	cardiolipin biosynthetic process	Biological Process
A0A1D8N4P5	GO:0044429	mitochondrial part	Cellular Component
A0A1D8NDZ6			
A0A1D8NNP4			
A0A1D8N6D7	GO:0006886	intracellular protein transport	Biological Process
A0A1D8N6D7	GO:0006897	endocytosis	Biological Process
A0A1D8N6D7	GO:0008565	protein transporter activity	Molecular Function
A0A1D8N6D7	GO:0030122	AP-2 adaptor complex	Cellular Component
A0A1D8NJX5			
A0A1H6PW59	GO:0003824	catalytic activity	Molecular Function
A0A1H6PW59	GO:0008152	metabolic process	Biological Process
A0A1D8NEZ1	GO:0000907	sulfonate dioxygenase activity	Molecular Function
A0A1D8NEZ1	GO:0000908	taurine dioxygenase activity	Molecular Function
A0A1D8NEZ1	GO:0005737	cytoplasm	Cellular Component
A0A1D8NEZ1	GO:0044273	sulfur compound catabolic process	Biological Process
A0A1D8NEZ1	GO:0055114	oxidation-reduction process	Biological Process
A0A1D8NEB2	GO:0000324	fungal-type vacuole	Cellular Component
A0A1D8NEB2	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NEB2	GO:0043085	positive regulation of catalytic activity	Biological Process
A0A1D8NEB2	GO:0071944	cell periphery	Cellular Component
A0A1H6PUN5	GO:0016021	integral component of membrane	Cellular Component
A0A1H6Q9Q7			
A0A1D8N3M4	GO:0000049	tRNA binding	Molecular Function
A0A1D8N3M4	GO:0001731	formation of translation preinitiation complex	Biological Process
A0A1D8N3M4	GO:0003743	translation initiation factor activity	Molecular Function
A0A1D8N3M4	GO:0003924	GTPase activity	Molecular Function
A0A1D8N3M4	GO:0005525	GTP binding	Molecular Function
A0A1D8N3M4	GO:0005850	eukaryotic translation initiation factor 2 complex	Cellular Component
A0A1D8N3M4	GO:0016282	eukaryotic 43S preinitiation complex	Cellular Component
A0A1D8N3M4	GO:0031369	translation initiation factor binding	Molecular Function
A0A1D8N3M4	GO:0033290	eukaryotic 48S preinitiation complex	Cellular Component
A0A1D8N3M4	GO:0043614	multi-eIF complex	Cellular Component
A0A1D8N3M4	GO:0045903	positive regulation of translational fidelity	Biological Process
A0A1D8N3U2			
A0A1D8N552			
A0A1D8NLI9			
A0A1D8NK99	GO:0001319	inheritance of oxidatively modified proteins involved in replicative cell aging	Biological Process
A0A1D8NK99	GO:0005524	ATP binding	Molecular Function
A0A1D8NK99	GO:0006355	regulation of transcription, DNA-templated	Biological Process
A0A1D8NK99	GO:0008134	transcription factor binding	Molecular Function
A0A1D8NK99	GO:0019538	protein metabolic process	Biological Process
A0A1D8NK99	GO:0034399	nuclear periphery	Cellular Component
A0A1D8NK99	GO:0034975	protein folding in endoplasmic reticulum	Biological Process
A0A1D8NK99	GO:0035617	stress granule disassembly	Biological Process
A0A1D8NK99	GO:0042623	ATPase activity, coupled	Molecular Function
A0A1D8NK99	GO:0042802	identical protein binding	Molecular Function
A0A1D8NK99	GO:0043335	protein unfolding	Biological Process
A0A1D8NK99	GO:0043531	ADP binding	Molecular Function
A0A1D8NK99	GO:0051082	unfolded protein binding	Molecular Function
A0A1D8NK99	GO:0051085	chaperone cofactor-dependent protein refolding	Biological Process
A0A1D8NK99	GO:0051087	chaperone binding	Molecular Function
A0A1D8NK99	GO:0070370	cellular heat acclimation	Biological Process
A0A1D8NK99	GO:0070414	trehalose metabolism in response to heat stress	Biological Process
A0A1D8NK99	GO:0072380	TRC complex	Cellular Component
A0A1D8NG44			
A0A1D8NEU5			
A0A1H6PZH2	GO:0000139	Golgi membrane	Cellular Component
A0A1H6PZH2	GO:0005789	endoplasmic reticulum membrane	Cellular Component
A0A1H6PZH2	GO:0006886	intracellular protein transport	Biological Process
A0A1H6PZH2	GO:0006888	ER to Golgi vesicle-mediated transport	Biological Process
A0A1H6PZH2	GO:0008270	zinc ion binding	Molecular Function
A0A1H6PZH2	GO:0030127	COPII vesicle coat	Cellular Component
A0A1H6PZH2	GO:0070971	endoplasmic reticulum exit site	Cellular Component
A0A1D8NM97	GO:0005634	nucleus	Cellular Component
A0A1D8N4A2	GO:0005737	cytoplasm	Cellular Component
A0A1D8N4A2	GO:0016279	protein-lysine N-methyltransferase activity	Molecular Function
A0A1D8N4A2	GO:0018013	N-terminal peptidyl-glycine methylation	Biological Process
A0A1D8N4A2	GO:0018027	peptidyl-lysine dimethylation	Biological Process
A0A1D8N4A2	GO:0071885	N-terminal protein N-methyltransferase activity	Molecular Function
A0A1D8N6X4	GO:0005887	integral component of plasma membrane	Cellular Component
A0A1D8N6X4	GO:0035672	oligopeptide transmembrane transport	Biological Process
A0A1D8N6X4	GO:0035673	oligopeptide transmembrane transporter activity	Molecular Function
A0A1D8N3R4			
A0A1D8NQJ5	GO:0000139	Golgi membrane	Cellular Component
A0A1D8NQJ5	GO:0005829	cytosol	Cellular Component
A0A1D8NQJ5	GO:0017112	Rab guanyl-nucleotide exchange factor activity	Molecular Function
A0A1D8NQJ5	GO:0034066	RIC1-RGP1 guanyl-nucleotide exchange factor complex	Cellular Component
A0A1D8NQJ5	GO:0042147	retrograde transport, endosome to Golgi	Biological Process
A0A1D8NCG4	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NMK0	GO:0000155	phosphorelay sensor kinase activity	Molecular Function
A0A1D8NMK0	GO:0000160	phosphorelay signal transduction system	Biological Process
A0A1D8NMK0	GO:0005622	intracellular	Cellular Component
A0A1D8NMK0	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NMK0	GO:0023014	signal transduction by protein phosphorylation	Biological Process
A0A1D8NDZ5			
A0A1D8NHY3			
A0A1H6PQU4	GO:0005096	GTPase activator activity	Molecular Function
A0A1H6PQU4	GO:0005622	intracellular	Cellular Component
A0A1H6PQU4	GO:0006886	intracellular protein transport	Biological Process
A0A1H6PQU4	GO:0012505	endomembrane system	Cellular Component
A0A1H6PQU4	GO:0017137	Rab GTPase binding	Molecular Function
A0A1H6PQU4	GO:0031338	regulation of vesicle fusion	Biological Process
A0A1H6PQU4	GO:0090630	activation of GTPase activity	Biological Process
A0A1D8N6F6			
A0A1D8N850			
A0A1D8NIE7	GO:0004190	aspartic-type endopeptidase activity	Molecular Function
A0A1D8NIE7	GO:0005576	extracellular region	Cellular Component
A0A1D8NIE7	GO:0006508	proteolysis	Biological Process
A0A1D8NIE7	GO:0009277	fungal-type cell wall	Cellular Component
A0A1D8NIE7	GO:0030163	protein catabolic process	Biological Process
A0A1D8NIE7	GO:0031362	anchored component of external side of plasma membrane	Cellular Component
A0A1D8NIE7	GO:0031505	fungal-type cell wall organization	Biological Process
A0A1D8NAN4	GO:0000028	ribosomal small subunit assembly	Biological Process
A0A1D8NAN4	GO:0003723	RNA binding	Molecular Function
A0A1D8NAN4	GO:0003735	structural constituent of ribosome	Molecular Function
A0A1D8NAN4	GO:0022627	cytosolic small ribosomal subunit	Cellular Component
A0A1D8NEA1	GO:0016491	oxidoreductase activity	Molecular Function
A0A1D8NEA1	GO:0050662	coenzyme binding	Molecular Function
A0A1D8NI32			
A0A1H6Q7I8	GO:0005634	nucleus	Cellular Component
A0A1H6Q7I8	GO:0006281	DNA repair	Biological Process
A0A1H6Q7I8	GO:0030915	Smc5-Smc6 complex	Cellular Component
A0A1D8N573			
A0A1D8NGQ5	GO:0000448	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Biological Process
A0A1D8NGQ5	GO:0002181	cytoplasmic translation	Biological Process
A0A1D8NGQ5	GO:0003735	structural constituent of ribosome	Molecular Function
A0A1D8NGQ5	GO:0019843	rRNA binding	Molecular Function
A0A1D8NGQ5	GO:0022625	cytosolic large ribosomal subunit	Cellular Component
A0A1D8NGQ5	GO:0030687	preribosome, large subunit precursor	Cellular Component
A0A1D8NGQ5	GO:0046872	metal ion binding	Molecular Function
A0A1D8NND7	GO:0005089	Rho guanyl-nucleotide exchange factor activity	Molecular Function
A0A1D8NND7	GO:0005622	intracellular	Cellular Component
A0A1D8NND7	GO:0035023	regulation of Rho protein signal transduction	Biological Process
A0A1D8NCI0	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NEC9	GO:0003735	structural constituent of ribosome	Molecular Function
A0A1D8NEC9	GO:0005762	mitochondrial large ribosomal subunit	Cellular Component
A0A1D8NEC9	GO:0006412	translation	Biological Process
A0A1D8N418	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NJP4			
A0A1D8NLT3			
A0A1H6Q8P1	GO:0000188	inactivation of MAPK activity	Biological Process
A0A1H6Q8P1	GO:0004724	magnesium-dependent protein serine/threonine phosphatase activity	Molecular Function
A0A1H6Q8P1	GO:0006470	protein dephosphorylation	Biological Process
A0A1H6Q8P1	GO:0032873	negative regulation of stress-activated MAPK cascade	Biological Process
A0A1H6Q8P1	GO:0046872	metal ion binding	Molecular Function
A0A1H6Q8P1	GO:0071470	cellular response to osmotic stress	Biological Process
A0A1H6Q8P1	GO:1900034	regulation of cellular response to heat	Biological Process
A0A1H6Q8P1	GO:1990439	MAP kinase serine/threonine phosphatase activity	Molecular Function
A0A1D8NPE4	GO:0005488	binding	Molecular Function
A0A1D8NPE4	GO:0006261	DNA-dependent DNA replication	Biological Process
A0A1D8NPE4	GO:0006281	DNA repair	Biological Process
A0A1D8NPE4	GO:0006310	DNA recombination	Biological Process
A0A1D8NPE4	GO:0017108	5'-flap endonuclease activity	Molecular Function
A0A1D8NPE4	GO:0033557	Slx1-Slx4 complex	Cellular Component
A0A1D8NPE4	GO:0090305	nucleic acid phosphodiester bond hydrolysis	Biological Process
A0A1D8NCE2	GO:0005720	nuclear heterochromatin	Cellular Component
A0A1D8NCE2	GO:0005737	cytoplasm	Cellular Component
A0A1D8NCE2	GO:0006342	chromatin silencing	Biological Process
A0A1D8NCE2	GO:0006974	cellular response to DNA damage stimulus	Biological Process
A0A1D8NCE2	GO:0070403	NAD+ binding	Molecular Function
A0A1D8NCE2	GO:0070933	histone H4 deacetylation	Biological Process
A0A1D8NCE2	GO:0098687	chromosomal region	Cellular Component
A0A1D8NH15	GO:0004518	nuclease activity	Molecular Function
A0A1D8NH15	GO:0006281	DNA repair	Biological Process
A0A1D8NH15	GO:0090305	nucleic acid phosphodiester bond hydrolysis	Biological Process
A0A1D8N514	GO:0005634	nucleus	Cellular Component
A0A1D8N514	GO:0005737	cytoplasm	Cellular Component
A0A1D8N514	GO:0019284	L-methionine salvage from S-adenosylmethionine	Biological Process
A0A1D8N514	GO:0019509	L-methionine salvage from methylthioadenosine	Biological Process
A0A1D8N514	GO:0046523	S-methyl-5-thioribose-1-phosphate isomerase activity	Molecular Function
A0A1D8NL02			
A0A1D8NN77			
A0A1D8NNC2	GO:0004045	aminoacyl-tRNA hydrolase activity	Molecular Function
A0A1D8NNC2	GO:0005762	mitochondrial large ribosomal subunit	Cellular Component
A0A1D8NNC2	GO:0016150	translation release factor activity, codon nonspecific	Molecular Function
A0A1D8NNC2	GO:0070126	mitochondrial translational termination	Biological Process
A0A1D8NNC2	GO:0072344	rescue of stalled ribosome	Biological Process
A0A1D8NP74	GO:0005778	peroxisomal membrane	Cellular Component
A0A1D8NP74	GO:0007031	peroxisome organization	Biological Process
A0A1D8NP74	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NM24	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Biological Process
A0A1D8NM24	GO:0005730	nucleolus	Cellular Component
A0A1D8NFZ4	GO:0005524	ATP binding	Molecular Function
A0A1D8NFZ4	GO:0005871	kinesin complex	Cellular Component
A0A1D8NFZ4	GO:0005874	microtubule	Cellular Component
A0A1D8NFZ4	GO:0007018	microtubule-based movement	Biological Process
A0A1D8NFZ4	GO:0008017	microtubule binding	Molecular Function
A0A1D8NFZ4	GO:0008574	ATP-dependent microtubule motor activity, plus-end-directed	Molecular Function
A0A1D8N5P9	GO:0000183	chromatin silencing at rDNA	Biological Process
A0A1D8N5P9	GO:0000781	chromosome, telomeric region	Cellular Component
A0A1D8N5P9	GO:0001302	replicative cell aging	Biological Process
A0A1D8N5P9	GO:0005634	nucleus	Cellular Component
A0A1D8N5P9	GO:0005777	peroxisome	Cellular Component
A0A1D8N5P9	GO:0006348	chromatin silencing at telomere	Biological Process
A0A1D8N5P9	GO:0006769	nicotinamide metabolic process	Biological Process
A0A1D8N5P9	GO:0008936	nicotinamidase activity	Molecular Function
A0A1D8N5P9	GO:1904524	negative regulation of DNA amplification	Biological Process
A0A1D8NKG0	GO:0000285	1-phosphatidylinositol-3-phosphate 5-kinase activity	Molecular Function
A0A1D8NKG0	GO:0000329	fungal-type vacuole membrane	Cellular Component
A0A1D8NKG0	GO:0005524	ATP binding	Molecular Function
A0A1D8NKG0	GO:0005829	cytosol	Cellular Component
A0A1D8NKG0	GO:0006458	'de novo' protein folding	Biological Process
A0A1D8NKG0	GO:0010008	endosome membrane	Cellular Component
A0A1D8NKG0	GO:0042147	retrograde transport, endosome to Golgi	Biological Process
A0A1D8NKG0	GO:0044183	protein binding involved in protein folding	Molecular Function
A0A1D8NKG0	GO:0046854	phosphatidylinositol phosphorylation	Biological Process
A0A1D8NKG0	GO:0046872	metal ion binding	Molecular Function
A0A1D8NKG0	GO:0051082	unfolded protein binding	Molecular Function
A0A1D8NKG0	GO:0061077	chaperone-mediated protein folding	Biological Process
A0A1D8NJG5	GO:0003723	RNA binding	Molecular Function
A0A1D8NJG5	GO:0004519	endonuclease activity	Molecular Function
A0A1D8NJG5	GO:0005739	mitochondrion	Cellular Component
A0A1D8NJG5	GO:0009451	RNA modification	Biological Process
A0A1D8NJG5	GO:0090305	nucleic acid phosphodiester bond hydrolysis	Biological Process
A0A1D8NMS9	GO:0000055	ribosomal large subunit export from nucleus	Biological Process
A0A1D8NMS9	GO:0000056	ribosomal small subunit export from nucleus	Biological Process
A0A1D8NMS9	GO:0000776	kinetochore	Cellular Component
A0A1D8NMS9	GO:0005049	nuclear export signal receptor activity	Molecular Function
A0A1D8NMS9	GO:0005737	cytoplasm	Cellular Component
A0A1D8NMS9	GO:0005816	spindle pole body	Cellular Component
A0A1D8NMS9	GO:0006406	mRNA export from nucleus	Biological Process
A0A1D8NMS9	GO:0008536	Ran GTPase binding	Molecular Function
A0A1D8NMS9	GO:0008565	protein transporter activity	Molecular Function
A0A1D8NMS9	GO:0034399	nuclear periphery	Cellular Component
A0A1D8NMS9	GO:0034501	protein localization to kinetochore	Biological Process
A0A1D8NMS9	GO:0034599	cellular response to oxidative stress	Biological Process
A0A1D8NMS9	GO:0046825	regulation of protein export from nucleus	Biological Process
A0A1H6PSI1	GO:0016021	integral component of membrane	Cellular Component
A0A1H6Q5B5	GO:0016422	mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity	Molecular Function
A0A1H6Q5B5	GO:0016607	nuclear speck	Cellular Component
A0A1H6Q5B5	GO:0036396	RNA N6-methyladenosine methyltransferase complex	Cellular Component
A0A1H6Q5B5	GO:0080009	mRNA methylation	Biological Process
A0A1D8N9A9			
A0A1D8NAB5			
A0A1D8NNI1	GO:0000784	nuclear chromosome, telomeric region	Cellular Component
A0A1D8NNI1	GO:0003688	DNA replication origin binding	Molecular Function
A0A1D8NNI1	GO:0005656	nuclear pre-replicative complex	Cellular Component
A0A1D8NNI1	GO:0005664	nuclear origin of replication recognition complex	Cellular Component
A0A1D8NNI1	GO:0006267	pre-replicative complex assembly involved in nuclear cell cycle DNA replication	Biological Process
A0A1D8NNI1	GO:0006270	DNA replication initiation	Biological Process
A0A1D8NNI1	GO:0031261	DNA replication preinitiation complex	Cellular Component
A0A1D8NPA5	GO:0003735	structural constituent of ribosome	Molecular Function
A0A1D8NPA5	GO:0006412	translation	Biological Process
A0A1D8NPA5	GO:0022627	cytosolic small ribosomal subunit	Cellular Component
A0A1D8N9R5	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N3M6			
A0A1D8N535			
A0A1H6Q673			
A0A1D8NN56	GO:0005829	cytosol	Cellular Component
A0A1D8NN56	GO:0006152	purine nucleoside catabolic process	Biological Process
A0A1D8NN56	GO:0008477	purine nucleosidase activity	Molecular Function
A0A1D8NEX0			
A0A1D8NF28			
A0A1D8NP46	GO:0005887	integral component of plasma membrane	Cellular Component
A0A1D8NP46	GO:0015343	siderophore transmembrane transporter activity	Molecular Function
A0A1D8NP46	GO:0033214	iron assimilation by chelation and transport	Biological Process
A0A1D8NP46	GO:0044718	siderophore transmembrane transport	Biological Process
A0A1D8NJ76			
A0A1D8NNP6	GO:0000228	nuclear chromosome	Cellular Component
A0A1D8NNP6	GO:0000706	meiotic DNA double-strand break processing	Biological Process
A0A1D8NNP6	GO:0000737	DNA catabolic process, endonucleolytic	Biological Process
A0A1D8NNP6	GO:0003677	DNA binding	Molecular Function
A0A1D8NNP6	GO:0003918	DNA topoisomerase type II (ATP-hydrolyzing) activity	Molecular Function
A0A1D8NNP6	GO:0005524	ATP binding	Molecular Function
A0A1D8NNP6	GO:0007131	reciprocal meiotic recombination	Biological Process
A0A1D8NNP6	GO:0016889	endodeoxyribonuclease activity, producing 3'-phosphomonoesters	Molecular Function
A0A1D8NNP6	GO:0042138	meiotic DNA double-strand break formation	Biological Process
A0A1D8NB09	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NQN3			
A0A1D8NHW4			
A0A1D8NIY2			
A0A1D8NFD4			
A0A1D8NGB7	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NPQ7	GO:0003924	GTPase activity	Molecular Function
A0A1D8NPQ7	GO:0005525	GTP binding	Molecular Function
A0A1D8NPQ7	GO:0005794	Golgi apparatus	Cellular Component
A0A1H6PYX6			
A0A1D8N593	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NF40	GO:0000256	allantoin catabolic process	Biological Process
A0A1D8NF40	GO:0004037	allantoicase activity	Molecular Function
A0A1D8NKP2	GO:0003986	acetyl-CoA hydrolase activity	Molecular Function
A0A1D8NKP2	GO:0005739	mitochondrion	Cellular Component
A0A1D8NKP2	GO:0005829	cytosol	Cellular Component
A0A1D8NKP2	GO:0006083	acetate metabolic process	Biological Process
A0A1D8NKP2	GO:0006084	acetyl-CoA metabolic process	Biological Process
A0A1D8NKP2	GO:0008775	acetate CoA-transferase activity	Molecular Function
