"ensembl_gene_id","name_1006"
"YNL182C","regulation of DNA-dependent DNA replication initiation"
"YNL182C","pre-replicative complex assembly involved in nuclear cell cycle DNA replication"
"YML042W","carnitine metabolic process"
"YML042W","lipid metabolic process"
"YML042W","fatty acid metabolic process"
"YML042W","transport"
"YPR163C","cytoplasmic translation"
"YPR163C","formation of translation preinitiation complex"
"YPR163C","translational initiation"
"YPR163C","eukaryotic translation initiation factor 4F complex assembly"
"YLR009W","ribosomal large subunit biogenesis"
"YLR009W","ribosome biogenesis"
"YLR009W","positive regulation of ATPase activity"
"YLR009W","mismatch repair"
"YLR009W","assembly of large subunit precursor of preribosome"
"YGR152C","signal transduction"
"YGR152C","small GTPase mediated signal transduction"
"YGR152C","cellular bud site selection"
"YGR152C","axial cellular bud site selection"
"YGR152C","bipolar cellular bud site selection"
"YDR170C","protein transport"
"YDR170C","ER to Golgi vesicle-mediated transport"
"YDR170C","intra-Golgi vesicle-mediated transport"
"YDR170C","autophagosome assembly"
"YDR170C","regulation of ARF protein signal transduction"
"YDR170C","positive regulation of GTPase activity"
"YDL124W","cellular response to oxidative stress"
"YDL124W","oxidation-reduction process"
"YDL124W","cellular amide metabolic process"
"YDL124W","cellular aromatic compound metabolic process"
"YDL124W","cellular ketone metabolic process"
"YDR268W","mitochondrial tryptophanyl-tRNA aminoacylation"
"YDR268W","tryptophanyl-tRNA aminoacylation"
"YDR268W","tRNA aminoacylation for protein translation"
"YDR268W","translation"
"YIL138C","vacuole inheritance"
"YIL138C","intracellular mRNA localization"
"YIL138C","vesicle-mediated transport"
"YIL138C","budding cell apical bud growth"
"YIL138C","exocytosis"
"YIL138C","actin filament organization"
"YIL138C","establishment of cell polarity"
"YIL138C","mitochondrion inheritance"
"YIL138C","budding cell isotropic bud growth"
"YIL138C","actin filament bundle assembly"
"YIL138C","actin polymerization or depolymerization"
"YER091C","methionine biosynthetic process"
"YER091C","cellular amino acid biosynthetic process"
"YER091C","methylation"
"YOL064C","sulfur compound metabolic process"
"YOL064C","hyperosmotic salinity response"
"YOL064C","sulfate assimilation"
"YOL064C","methionine biosynthetic process"
"YOL064C","response to stress"
"YOL064C","dephosphorylation"
"YOL064C","phosphatidylinositol phosphorylation"
"YHR132W-A","regulation of catalytic activity"
"YHR132W-A","mRNA stabilization"
"YOL110W","protein targeting to membrane"
"YOL110W","protein palmitoylation"
"YMR129W","mRNA transport"
"YMR129W","protein import into nucleus"
"YMR129W","nucleocytoplasmic transport"
"YMR129W","spindle pole body duplication"
"YMR129W","nuclear pore organization"
"YLR153C","acetyl-CoA biosynthetic process"
"YLR153C","histone acetylation"
"YLR153C","metabolic process"
"YLR153C","replicative cell aging"
"YLR153C","pyruvate metabolic process"
"YLR153C","acetyl-CoA biosynthetic process from acetate"
"YOL128C","protein phosphorylation"
"YOL128C","phosphorylation"
"YOL128C","transcription, DNA-templated"
"YOL128C","regulation of transcription, DNA-templated"
"YOL128C","proteolysis"
"YOL128C","response to stress"
"YOL128C","cellular response to salt stress"
"YOL128C","cellular response to heat"
"YDR194W-A","biological_process"
"YJL016W","biological_process"
"YLR074C","cellular bud site selection"
"YLR074C","ribosomal large subunit export from nucleus"
"YOR085W","protein glycosylation"
"YOR085W","protein N-linked glycosylation"
"YOR085W","protein complex assembly"
"YOR085W","protein O-linked mannosylation"
"YJL190C","cytoplasmic translation"
"YJL190C","translation"
"YPL204W","ribosomal large subunit biogenesis"
"YPL204W","DNA repair"
"YPL204W","tRNA wobble uridine modification"
"YPL204W","mitotic nuclear division"
"YPL204W","ER to Golgi vesicle-mediated transport"
"YPL204W","protein phosphorylation"
"YPL204W","ribosomal small subunit biogenesis"
"YPL204W","attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation"
"YOR159C","mRNA splicing, via spliceosome"
"YER072W","lysosomal microautophagy"
"YER072W","vacuole fusion, non-autophagic"
"YER072W","vacuolar transport"
"YER072W","polyphosphate metabolic process"
"YDL004W","ATP biosynthetic process"
"YDL004W","ATP synthesis coupled proton transport"
"YDL004W","proton transport"
"YDL004W","ion transport"
"YDL004W","transport"
"YDL004W","obsolete ATP catabolic process"
"YOR188W","establishment of cell polarity"
"YJL164C","cell division"
"YJL164C","cell cycle"
"YJL164C","protein phosphorylation"
"YJL164C","Ras protein signal transduction"
"YJL164C","protein kinase A signaling"
"YKL002W","intralumenal vesicle formation"
"YKL002W","protein retention in Golgi apparatus"
"YKL002W","ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway"
"YKL002W","late endosome to vacuole transport"
"YKL002W","protein transport"
"YKL002W","transport"
"YKL002W","vacuolar transport"
"YNL130C","CDP-choline pathway"
"YNL130C","phospholipid biosynthetic process"
"YER100W","protein monoubiquitination"
"YER100W","protein polyubiquitination"
"YER100W","protein ubiquitination"
"YER100W","ubiquitin-dependent ERAD pathway"
"YDR228C","regulation of transcription, DNA-templated"
"YDR228C","mRNA cleavage"
"YDR228C","mRNA polyadenylation"
"YDR228C","termination of RNA polymerase II transcription"
"YMR110C","oxidation-reduction process"
"YMR110C","cellular aldehyde metabolic process"
"YMR110C","metabolic process"
"YFL048C","ER to Golgi vesicle-mediated transport"
"YBR247C","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YBR247C","rRNA processing"
"YBR247C","ribosome biogenesis"
"YMR323W","glycolytic process"
"YMR323W","biological_process"
"YPR117W","biological_process"
"YKL018W","mRNA 3'-end processing"
"YKL018W","snoRNA 3'-end processing"
"YKL018W","telomere maintenance"
"YKL018W","histone H3-K79 methylation"
"YKL018W","histone H3-K4 methylation"
"YKL018W","termination of RNA polymerase II transcription, poly(A)-coupled"
"YKL018W","termination of RNA polymerase II transcription, exosome-dependent"
"YLR024C","protein monoubiquitination"
"YLR024C","protein ubiquitination"
"YKR026C","regulation of translational initiation"
"YKR026C","translational initiation"
"YKR026C","cellular metabolic process"
"YKR026C","translation"
"YKR026C","regulation of translation"
"YKR026C","regulation of catalytic activity"
"YKR026C","positive regulation of GTPase activity"
"YNL091W","response to salt stress"
"YNL091W","response to stress"
"YLL024C","obsolete ATP catabolic process"
"YLL024C","protein folding"
"YLL024C","SRP-dependent cotranslational protein targeting to membrane, translocation"
"YDL159W","regulation of transposition, RNA-mediated"
"YDL159W","invasive growth in response to glucose limitation"
"YDL159W","pseudohyphal growth"
"YDL159W","protein phosphorylation"
"YDL159W","MAPK cascade involved in conjugation with cellular fusion"
"YDL159W","MAPK cascade involved in cell wall organization or biogenesis"
"YDL159W","activation of MAPK activity involved in conjugation with cellular fusion"
"YDL159W","signal transduction involved in filamentous growth"
"YLR347C","regulation of protein desumoylation"
"YLR347C","nuclear pore complex assembly"
"YLR347C","phosphatidylcholine biosynthetic process"
"YLR347C","intracellular protein transport"
"YLR347C","protein targeting to membrane"
"YLR347C","protein transport"
"YLR347C","protein import into nucleus"
"YLR347C","transport"
"YDR159W","mRNA 3'-end processing"
"YDR159W","regulation of transcription, DNA-templated"
"YDR159W","transcription, DNA-templated"
"YDR159W","mitotic nuclear division"
"YDR159W","mRNA export from nucleus"
"YDR159W","ribosomal small subunit biogenesis"
"YDR159W","protein export from nucleus"
"YDR159W","posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery"
"YDR159W","nuclear retention of pre-mRNA at the site of transcription"
"YDR159W","actin filament-based process"
"YDR159W","transcription-coupled nucleotide-excision repair"
"YPR031W","histone acetylation"
"YPR031W","transcription, DNA-templated"
"YPR031W","regulation of transcription, DNA-templated"
"YGL187C","mitochondrial electron transport, cytochrome c to oxygen"
"YGL187C","aerobic respiration"
"YGL187C","hydrogen ion transmembrane transport"
"YOR040W","methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione"
"YOR040W","cellular carbohydrate metabolic process"
"YOR040W","glutathione biosynthetic process"
"YDR323C","vacuole inheritance"
"YDR323C","vesicle docking involved in exocytosis"
"YDR323C","Golgi to endosome transport"
"YDR323C","Golgi to vacuole transport"
"YDR323C","vesicle fusion"
"YJR095W","transmembrane transport"
"YJR095W","fumarate transport"
"YJR095W","succinate transmembrane transport"
"YJR095W","succinate transport"
"YDR485C","histone exchange"
"YDR485C","chromatin remodeling"
"YDR485C","regulation of transcription, DNA-templated"
"YNL029C","protein glycosylation"
"YNL029C","protein N-linked glycosylation"
"YNL029C","fungal-type cell wall organization"
"YNL029C","mannosylation"
"YOL020W","amino acid transport"
"YOL020W","transmembrane transport"
"YOL020W","transport"
"YOL020W","tryptophan transport"
"YOL020W","aromatic amino acid transport"
"YOL020W","amino acid transmembrane transport"
"YJL013C","distributive segregation"
"YJL013C","cell cycle checkpoint"
"YJL013C","mitotic spindle assembly checkpoint"
"YJL013C","cell division"
"YJL013C","cell cycle"
"YJL013C","mitotic nuclear division"
"YJL013C","mitotic DNA integrity checkpoint"
"YNL136W","regulation of transcription from RNA polymerase II promoter"
"YNL136W","histone acetylation"
"YNL136W","cellular response to DNA damage stimulus"
"YNL136W","transcription, DNA-templated"
"YNL136W","regulation of transcription, DNA-templated"
"YNL136W","DNA repair"
"YLL057C","sulfur compound catabolic process"
"YLL057C","oxidation-reduction process"
"YLL057C","alkanesulfonate catabolic process"
"YER064C","transcription, DNA-templated"
"YER064C","regulation of transcription, DNA-templated"
"YBL057C","metabolic process"
"YBL057C","negative regulation of proteasomal ubiquitin-dependent protein catabolic process"
"YDL058W","Golgi vesicle transport"
"YDL058W","vesicle fusion with Golgi apparatus"
"YDL058W","intracellular protein transport"
"YDL058W","protein transport"
"YDL058W","ER to Golgi vesicle-mediated transport"
"YDL058W","transport"
"YDL058W","SNARE complex assembly"
"YDL058W","Golgi vesicle docking"
"YBL087C","cytoplasmic translation"
"YBL087C","translation"
"YGL130W","positive regulation of transcription from RNA polymerase II promoter"
"YGL130W","7-methylguanosine mRNA capping"
"YGL130W","mRNA processing"
"YBR295W","transmembrane transport"
"YBR295W","cellular iron ion homeostasis"
"YBR295W","response to cadmium ion"
"YBR295W","metal ion transport"
"YBR295W","cadmium ion transport"
"YBR295W","cellular metal ion homeostasis"
"YBR295W","cation transport"
"YBR295W","cadmium ion transmembrane transport"
"YMR035W","proteolysis"
"YMR035W","protein processing involved in protein targeting to mitochondrion"
"YKR086W","obsolete ATP catabolic process"
"YKR086W","generation of catalytic spliceosome for second transesterification step"
"YKR086W","RNA exon ligation"
"YPL181W","negative regulation of chromatin silencing at silent mating-type cassette"
"YPL181W","negative regulation of chromatin silencing at rDNA"
"YPL181W","negative regulation of chromatin silencing at telomere"
"YPL181W","regulation of DNA-dependent DNA replication initiation"
"YPL181W","positive regulation of transcription, DNA-templated"
"YPL181W","transcription, DNA-templated"
"YPL181W","regulation of transcription, DNA-templated"
"YOR075W","retrograde vesicle-mediated transport, Golgi to ER"
"YOR075W","vesicle-mediated transport"
"YOR075W","protein transport"
"YOR075W","transport"
"YOR075W","vesicle fusion with endoplasmic reticulum"
"YOR075W","endoplasmic reticulum membrane fusion"
"YMR159C","C-terminal protein lipidation"
"YMR159C","piecemeal microautophagy of nucleus"
"YMR159C","protein localization by the Cvt pathway"
"YMR159C","macroautophagy"
"YMR159C","autophagy"
"YMR159C","autophagy of mitochondrion"
"YMR159C","protein transport"
"YMR159C","transport"
"YMR159C","late nucleophagy"
"YOR211C","mitochondrial fusion"
"YOR211C","obsolete GTP catabolic process"
"YOR211C","mitochondrion organization"
"YOR211C","mitochondrial genome maintenance"
"YOR211C","mitochondrion inheritance"
"YOR211C","membrane fusion"
"YOR211C","mitochondrial membrane organization"
"YGL084C","glycerol transport"
"YGL084C","glycerol catabolic process"
"YGL084C","GPI anchor biosynthetic process"
"YGL084C","transport"
"YKL183W","biological_process"
"YDR541C","cellular metabolic process"
"YDR541C","biological_process"
"YDR541C","oxidation-reduction process"
"YPL245W","biological_process"
"YGR118W","regulation of translational fidelity"
"YGR118W","translation"
"YGR118W","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YDR369C","double-strand break repair via nonhomologous end joining"
"YDR369C","double-strand break repair via break-induced replication"
"YDR369C","telomere maintenance"
"YDR369C","meiotic DNA double-strand break formation"
"YDR369C","base-excision repair"
"YDR369C","sporulation resulting in formation of a cellular spore"
"YDR369C","meiotic nuclear division"
"YDR369C","cellular response to DNA damage stimulus"
"YDR369C","DNA repair"
"YDR369C","mitochondrial double-strand break repair via homologous recombination"
"YOL049W","glutathione biosynthetic process"
