genes	Goterm
KMXK_0C04680	obsolete RNA polymerase II complex import to nucleus
KMXK_0G01040	obsolete RNA polymerase II complex import to nucleus
KMXK_0C04680	obsolete RNA polymerase III complex import into nucleus
KMXK_0G01040	obsolete RNA polymerase III complex import into nucleus
KMXK_0B02430	obsolete telomere maintenance via telomere shortening
KMXK_0A06640	obsolete transcription factor import into nucleus
KMXK_0B08270	obsolete transcription factor import into nucleus
KMXK_0F01640	obsolete transcription factor import into nucleus
KMXK_0G03000	obsolete transcription factor import into nucleus
KMXK_0H01320	obsolete transcription factor import into nucleus
KMXK_0E03820	obsolete tubulin complex biogenesis
KMXK_0A07640	oligopeptide export from mitochondrion
KMXK_0B03320	oligopeptide transmembrane transport
KMXK_0G00290	oligopeptide transmembrane transport
KMXK_0G04240	oligopeptide transmembrane transport
KMXK_0B00130	oligopeptide transport
KMXK_0H03780	oligopeptide transport
KMXK_0H03790	oligopeptide transport
KMXK_0B00590	oligosaccharide metabolic process
KMXK_0C03310	oligosaccharide metabolic process
KMXK_0C02680	oligosaccharide-lipid intermediate biosynthetic process
KMXK_0D05660	oligosaccharide-lipid intermediate biosynthetic process
KMXK_0G03010	oligosaccharide-lipid intermediate biosynthetic process
KMXK_0G03830	oligosaccharide-lipid intermediate biosynthetic process
KMXK_0A04190	one-carbon metabolic process
KMXK_0A07730	one-carbon metabolic process
KMXK_0B02150	one-carbon metabolic process
KMXK_0C01170	one-carbon metabolic process
KMXK_0C05890	one-carbon metabolic process
KMXK_0C06930	one-carbon metabolic process
KMXK_0E02340	one-carbon metabolic process
KMXK_0E03370	one-carbon metabolic process
KMXK_0A00420	organelle organization
KMXK_0A02710	organelle organization
KMXK_0A06680	organelle organization
KMXK_0A07600	organelle organization
KMXK_0A07770	organelle organization
KMXK_0A07860	organelle organization
KMXK_0B01250	organelle organization
KMXK_0B01290	organelle organization
KMXK_0C02240	organelle organization
KMXK_0C06180	organelle organization
KMXK_0D01650	organelle organization
KMXK_0E06130	organelle organization
KMXK_0E06280	organelle organization
KMXK_0F00340	organelle organization
KMXK_0G00280	organelle organization
KMXK_0H01520	organelle organization
KMXK_0H03450	organelle organization
KMXK_0A05500	organic acid phosphorylation
KMXK_0C03560	organic acid transport
KMXK_0C03570	organic acid transport
KMXK_0G00810	organic hydroxy compound transport
KMXK_0D03650	organic substance biosynthetic process
KMXK_0H00760	organic substance catabolic process
KMXK_0D01810	organic substance metabolic process
KMXK_0F00300	organic substance metabolic process
KMXK_0H03660	organic substance metabolic process
KMXK_0A01850	organic substance transport
KMXK_0A04780	organic substance transport
KMXK_0B05620	organic substance transport
KMXK_0B08320	ornithine biosynthetic process
KMXK_0F03880	ornithine biosynthetic process
KMXK_0G03990	ornithine biosynthetic process
KMXK_0H01730	ornithine biosynthetic process
KMXK_0C01710	ornithine metabolic process
KMXK_0E01840	ornithine metabolic process
KMXK_0A07900	osmosensory signaling MAPK cascade
KMXK_0C00860	osmosensory signaling MAPK cascade
KMXK_0E05300	osmosensory signaling MAPK cascade
KMXK_0H01970	osmosensory signaling MAPK cascade
KMXK_0B01490	osmosensory signaling pathway
KMXK_0D02030	osmosensory signaling pathway
KMXK_0E00990	osmosensory signaling pathway
KMXK_0G03130	osmosensory signaling pathway
KMXK_0H01510	osmosensory signaling pathway
KMXK_0A07900	osmosensory signaling pathway via Sho1 osmosensor
KMXK_0C00860	osmosensory signaling pathway via Sho1 osmosensor
KMXK_0D00620	osmosensory signaling pathway via Sho1 osmosensor
KMXK_0C07180	osmosensory signaling via phosphorelay pathway
KMXK_0H01970	osmosensory signaling via phosphorelay pathway
KMXK_0C00990	oxaloacetate transport
KMXK_0B00460	oxidation-dependent protein catabolic process
KMXK_0A00130	oxidation-reduction process
KMXK_0A00240	oxidation-reduction process
KMXK_0A00540	oxidation-reduction process
KMXK_0A00570	oxidation-reduction process
KMXK_0A01250	oxidation-reduction process
KMXK_0A01490	oxidation-reduction process
KMXK_0A01570	oxidation-reduction process
KMXK_0A01580	oxidation-reduction process
KMXK_0A01670	oxidation-reduction process
KMXK_0A01910	oxidation-reduction process
KMXK_0A02160	oxidation-reduction process
KMXK_0A02180	oxidation-reduction process
KMXK_0A02200	oxidation-reduction process
KMXK_0A02250	oxidation-reduction process
KMXK_0A02470	oxidation-reduction process
KMXK_0A02620	oxidation-reduction process
KMXK_0A02820	oxidation-reduction process
KMXK_0A03040	oxidation-reduction process
KMXK_0A03180	oxidation-reduction process
KMXK_0A03210	oxidation-reduction process
KMXK_0A03730	oxidation-reduction process
KMXK_0A03790	oxidation-reduction process
KMXK_0A03980	oxidation-reduction process
KMXK_0A04060	oxidation-reduction process
KMXK_0A04100	oxidation-reduction process
KMXK_0A04190	oxidation-reduction process
KMXK_0A04500	oxidation-reduction process
KMXK_0A05650	oxidation-reduction process
KMXK_0A05670	oxidation-reduction process
KMXK_0A06140	oxidation-reduction process
KMXK_0A06150	oxidation-reduction process
KMXK_0A06600	oxidation-reduction process
KMXK_0A07290	oxidation-reduction process
KMXK_0A07560	oxidation-reduction process
KMXK_0A07770	oxidation-reduction process
KMXK_0A07780	oxidation-reduction process
KMXK_0A07820	oxidation-reduction process
KMXK_0A07830	oxidation-reduction process
KMXK_0A07870	oxidation-reduction process
KMXK_0A07920	oxidation-reduction process
KMXK_0A07940	oxidation-reduction process
KMXK_0A08030	oxidation-reduction process
KMXK_0B00160	oxidation-reduction process
KMXK_0B00170	oxidation-reduction process
KMXK_0B00450	oxidation-reduction process
KMXK_0B00610	oxidation-reduction process
KMXK_0B00690	oxidation-reduction process
KMXK_0B01180	oxidation-reduction process
KMXK_0B01710	oxidation-reduction process
KMXK_0B01850	oxidation-reduction process
KMXK_0B02590	oxidation-reduction process
KMXK_0B02910	oxidation-reduction process
KMXK_0B02930	oxidation-reduction process
KMXK_0B03100	oxidation-reduction process
KMXK_0B03110	oxidation-reduction process
KMXK_0B03240	oxidation-reduction process
KMXK_0B04060	oxidation-reduction process
KMXK_0B04210	oxidation-reduction process
KMXK_0B04380	oxidation-reduction process
KMXK_0B04790	oxidation-reduction process
KMXK_0B04960	oxidation-reduction process
KMXK_0B05270	oxidation-reduction process
KMXK_0B05340	oxidation-reduction process
KMXK_0B05660	oxidation-reduction process
KMXK_0B05680	oxidation-reduction process
KMXK_0B05700	oxidation-reduction process
KMXK_0B06170	oxidation-reduction process
KMXK_0B06220	oxidation-reduction process
KMXK_0B06330	oxidation-reduction process
KMXK_0B06820	oxidation-reduction process
KMXK_0B06870	oxidation-reduction process
KMXK_0B06880	oxidation-reduction process
KMXK_0B07370	oxidation-reduction process
KMXK_0B07400	oxidation-reduction process
KMXK_0B07490	oxidation-reduction process
KMXK_0B07550	oxidation-reduction process
KMXK_0B07870	oxidation-reduction process
KMXK_0B07920	oxidation-reduction process
KMXK_0B07940	oxidation-reduction process
KMXK_0C00150	oxidation-reduction process
KMXK_0C00180	oxidation-reduction process
KMXK_0C00210	oxidation-reduction process
KMXK_0C00260	oxidation-reduction process
KMXK_0C00430	oxidation-reduction process
KMXK_0C01130	oxidation-reduction process
KMXK_0C01370	oxidation-reduction process
KMXK_0C02010	oxidation-reduction process
KMXK_0C02060	oxidation-reduction process
KMXK_0C02510	oxidation-reduction process
KMXK_0C02730	oxidation-reduction process
KMXK_0C02840	oxidation-reduction process
KMXK_0C03290	oxidation-reduction process
KMXK_0C03510	oxidation-reduction process
KMXK_0C03600	oxidation-reduction process
KMXK_0C03620	oxidation-reduction process
KMXK_0C04060	oxidation-reduction process
KMXK_0C04080	oxidation-reduction process
KMXK_0C04150	oxidation-reduction process
KMXK_0C04180	oxidation-reduction process
KMXK_0C04210	oxidation-reduction process
KMXK_0C04270	oxidation-reduction process
KMXK_0C04750	oxidation-reduction process
KMXK_0C04780	oxidation-reduction process
KMXK_0C05260	oxidation-reduction process
KMXK_0C05410	oxidation-reduction process
KMXK_0C05710	oxidation-reduction process
KMXK_0C05770	oxidation-reduction process
KMXK_0C06040	oxidation-reduction process
KMXK_0C06300	oxidation-reduction process
KMXK_0C06310	oxidation-reduction process
KMXK_0C06390	oxidation-reduction process
KMXK_0C06890	oxidation-reduction process
KMXK_0D00160	oxidation-reduction process
KMXK_0D00300	oxidation-reduction process
KMXK_0D00400	oxidation-reduction process
KMXK_0D01200	oxidation-reduction process
KMXK_0D01240	oxidation-reduction process
KMXK_0D01330	oxidation-reduction process
KMXK_0D01380	oxidation-reduction process
KMXK_0D01720	oxidation-reduction process
KMXK_0D01770	oxidation-reduction process
KMXK_0D01880	oxidation-reduction process
KMXK_0D01900	oxidation-reduction process
KMXK_0D02010	oxidation-reduction process
KMXK_0D02420	oxidation-reduction process
KMXK_0D02480	oxidation-reduction process
KMXK_0D02500	oxidation-reduction process
KMXK_0D02890	oxidation-reduction process
KMXK_0D03210	oxidation-reduction process
KMXK_0D03220	oxidation-reduction process
KMXK_0D03340	oxidation-reduction process
KMXK_0D03670	oxidation-reduction process
KMXK_0D03680	oxidation-reduction process
KMXK_0D03880	oxidation-reduction process
KMXK_0D03920	oxidation-reduction process
KMXK_0D04010	oxidation-reduction process
KMXK_0D04130	oxidation-reduction process
KMXK_0D04260	oxidation-reduction process
KMXK_0D04580	oxidation-reduction process
KMXK_0D04670	oxidation-reduction process
KMXK_0D04750	oxidation-reduction process
KMXK_0D04810	oxidation-reduction process
KMXK_0D05140	oxidation-reduction process
KMXK_0D05180	oxidation-reduction process
KMXK_0D05420	oxidation-reduction process
KMXK_0D05520	oxidation-reduction process
KMXK_0D06030	oxidation-reduction process
KMXK_0D06130	oxidation-reduction process
KMXK_0D06560	oxidation-reduction process
KMXK_0D06570	oxidation-reduction process
KMXK_0E00220	oxidation-reduction process
KMXK_0E00230	oxidation-reduction process
KMXK_0E00250	oxidation-reduction process
KMXK_0E00260	oxidation-reduction process
KMXK_0E00270	oxidation-reduction process
KMXK_0E00340	oxidation-reduction process
KMXK_0E00540	oxidation-reduction process
KMXK_0E00630	oxidation-reduction process
KMXK_0E00810	oxidation-reduction process
KMXK_0E01250	oxidation-reduction process
KMXK_0E01890	oxidation-reduction process
KMXK_0E02100	oxidation-reduction process
KMXK_0E02440	oxidation-reduction process
KMXK_0E02630	oxidation-reduction process
KMXK_0E02830	oxidation-reduction process
KMXK_0E02880	oxidation-reduction process
KMXK_0E03010	oxidation-reduction process
KMXK_0E03070	oxidation-reduction process
KMXK_0E03090	oxidation-reduction process
KMXK_0E03370	oxidation-reduction process
KMXK_0E03500	oxidation-reduction process
KMXK_0E04100	oxidation-reduction process
KMXK_0E04160	oxidation-reduction process
KMXK_0E04190	oxidation-reduction process
KMXK_0E04230	oxidation-reduction process
KMXK_0E04380	oxidation-reduction process
KMXK_0E04540	oxidation-reduction process
KMXK_0E04690	oxidation-reduction process
KMXK_0E04730	oxidation-reduction process
KMXK_0E05050	oxidation-reduction process
KMXK_0E05070	oxidation-reduction process
KMXK_0E05170	oxidation-reduction process
KMXK_0E05750	oxidation-reduction process
KMXK_0E06150	oxidation-reduction process
KMXK_0F00190	oxidation-reduction process
KMXK_0F00250	oxidation-reduction process
KMXK_0F00460	oxidation-reduction process
KMXK_0F00470	oxidation-reduction process
KMXK_0F00800	oxidation-reduction process
KMXK_0F00810	oxidation-reduction process
KMXK_0F00950	oxidation-reduction process
KMXK_0F01280	oxidation-reduction process
KMXK_0F01480	oxidation-reduction process
KMXK_0F01510	oxidation-reduction process
KMXK_0F01700	oxidation-reduction process
KMXK_0F01710	oxidation-reduction process
KMXK_0F01840	oxidation-reduction process
KMXK_0F01940	oxidation-reduction process
KMXK_0F01970	oxidation-reduction process
KMXK_0F02370	oxidation-reduction process
KMXK_0F02450	oxidation-reduction process
KMXK_0F02800	oxidation-reduction process
KMXK_0F03070	oxidation-reduction process
KMXK_0F03410	oxidation-reduction process
KMXK_0F03820	oxidation-reduction process
KMXK_0F03930	oxidation-reduction process
KMXK_0F04020	oxidation-reduction process
KMXK_0F04350	oxidation-reduction process
KMXK_0F04460	oxidation-reduction process
KMXK_0F04890	oxidation-reduction process
KMXK_0F04960	oxidation-reduction process
KMXK_0F04980	oxidation-reduction process
KMXK_0F05510	oxidation-reduction process
KMXK_0F05530	oxidation-reduction process
KMXK_0F05610	oxidation-reduction process
KMXK_0F05700	oxidation-reduction process
KMXK_0F05790	oxidation-reduction process
KMXK_0G00680	oxidation-reduction process
KMXK_0G01030	oxidation-reduction process
KMXK_0G01070	oxidation-reduction process
KMXK_0G01170	oxidation-reduction process
KMXK_0G01390	oxidation-reduction process
KMXK_0G01850	oxidation-reduction process
KMXK_0G02540	oxidation-reduction process
KMXK_0G02870	oxidation-reduction process
KMXK_0G03090	oxidation-reduction process
KMXK_0G03470	oxidation-reduction process
KMXK_0G03640	oxidation-reduction process
KMXK_0G03690	oxidation-reduction process
KMXK_0H00110	oxidation-reduction process
KMXK_0H00150	oxidation-reduction process
KMXK_0H00420	oxidation-reduction process
KMXK_0H00430	oxidation-reduction process
KMXK_0H00850	oxidation-reduction process
KMXK_0H00980	oxidation-reduction process
KMXK_0H01010	oxidation-reduction process
KMXK_0H01020	oxidation-reduction process
KMXK_0H01150	oxidation-reduction process
KMXK_0H01680	oxidation-reduction process
KMXK_0H01730	oxidation-reduction process
KMXK_0H01850	oxidation-reduction process
KMXK_0H02200	oxidation-reduction process
KMXK_0H02300	oxidation-reduction process
KMXK_0H02610	oxidation-reduction process
KMXK_0H02620	oxidation-reduction process
KMXK_0H02770	oxidation-reduction process
KMXK_0H03140	oxidation-reduction process
KMXK_0H03370	oxidation-reduction process
KMXK_0H03560	oxidation-reduction process
KMXK_0H04340	oxidation-reduction process
KMXK_0B01540	oxidative phosphorylation
KMXK_0C00260	oxygen transport
KMXK_0D03010	oxygen transport
KMXK_0E06200	oxygen transport
KMXK_0A00390	pantothenate biosynthetic process
KMXK_0B06880	pantothenate biosynthetic process
KMXK_0C05410	pantothenate biosynthetic process
KMXK_0C05540	pantothenate biosynthetic process
KMXK_0D04010	pantothenate biosynthetic process
KMXK_0D05540	pantothenate biosynthetic process
KMXK_0E05230	pantothenate biosynthetic process
KMXK_0F00460	pantothenate biosynthetic process
KMXK_0G03030	pantothenate biosynthetic process
KMXK_0H03820	pantothenate biosynthetic process
KMXK_0H04340	pantothenate biosynthetic process
KMXK_0A04930	pantothenate transmembrane transport
KMXK_0A01970	pathogenesis
KMXK_0A02030	pathogenesis
KMXK_0A02830	pathogenesis
KMXK_0A06820	pathogenesis
KMXK_0A08190	pathogenesis
KMXK_0B04060	pathogenesis
KMXK_0B04540	pathogenesis
KMXK_0B06230	pathogenesis
KMXK_0B07810	pathogenesis
KMXK_0C00240	pathogenesis
KMXK_0C03430	pathogenesis
KMXK_0C05500	pathogenesis
KMXK_0D01030	pathogenesis
KMXK_0D06560	pathogenesis
KMXK_0E01350	pathogenesis
KMXK_0E01880	pathogenesis
KMXK_0E03480	pathogenesis
KMXK_0F00240	pathogenesis
KMXK_0F00420	pathogenesis
KMXK_0F01710	pathogenesis
KMXK_0F01860	pathogenesis
KMXK_0F04230	pathogenesis
KMXK_0F00330	pattern specification process
KMXK_0A03250	pectin catabolic process
KMXK_0A00760	pentose-phosphate shunt
KMXK_0C06330	pentose-phosphate shunt
KMXK_0D01490	pentose-phosphate shunt
KMXK_0F05560	pentose-phosphate shunt
KMXK_0G03120	pentose-phosphate shunt
KMXK_0H01930	pentose-phosphate shunt
KMXK_0G02290	"pentose-phosphate shunt, non-oxidative branch"
KMXK_0A03690	"pentose-phosphate shunt, oxidative branch"
KMXK_0A05310	"pentose-phosphate shunt, oxidative branch"
KMXK_0E06260	"pentose-phosphate shunt, oxidative branch"
KMXK_0C01860	peptide catabolic process
KMXK_0C04000	peptide catabolic process
KMXK_0E04700	peptide catabolic process
KMXK_0G01580	peptide catabolic process
KMXK_0C00360	peptide pheromone export
KMXK_0B08140	peptide pheromone maturation
KMXK_0E04590	peptide pheromone maturation
KMXK_0E06240	peptide pheromone maturation
KMXK_0F01330	peptide pheromone maturation
KMXK_0F04230	peptide pheromone maturation
KMXK_0H00640	peptide pheromone maturation
KMXK_0B02410	peptide transport
KMXK_0B04370	peptide transport
